ID,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp,self-esteem
3,36.2403,0.065329224,35.08575,36.215443,37.66042,2.574669,114.524254,219.1636,21.742779,22.729145,0.556168,0.40065348,0.37023902,0.5141539,0.735479,0.36523998,4.673967,2.6815672,3.0180492,1.6382456,0.27885085,0.61252517,27.2496,0.29973713,11.168318,0.96805,6.320121,1.8651158,-10.062188,-1.5356858,0.02288758,0.9644111,1.2481078,0.4723655,7.896483,0.2986177,11.584573,1.0147786,29.094845,0.2649448,680.06946,0.2943019,1443.3617,0.16619682,-84.104744,-1.0333,1726.3973,0.13327761,1153.243,0.27447447,-86.1073,-0.9039539,2831.3752,0.07630486,914.6788,0.40446982,-89.82681,-0.8364254,-18.760744,-0.28589675,29.31355,0.19814704,0.04686168,0.3912679,-0.018609688,-0.5118969,0.3382451,0.4770329,29.810936,0.22862622,10.502874,1.0232584,8.296345,1.5026528,-15.088957,-0.96168643,-13.705744,23.592106,0.02574582,-0.009546189,0.16404694,3.3258317,2.8042064,0.22589284,0.18641138,0.1323913,0.18804699,-24.699427,28
4,29.753056,0.07587234,28.25809,29.64744,31.460129,3.2020397,112.16055,271.85382,30.159088,64.77885,0.49470973,0.36398643,0.32664996,0.48590788,0.6446982,0.31804824,3.7128797,2.1788976,2.3857014,1.3412218,0.21238708,0.54528725,22.059872,0.4810739,13.523373,0.774555,9.4485,1.2041006,1.8517773,5.300961,0.023904983,1.2659218,1.2540913,0.5185624,5.6355762,0.4195713,3.551526,2.2793634,25.740492,0.30571073,649.6587,0.2949634,1425.1759,0.14360234,-118.23368,-0.75552595,1719.7124,0.13363093,1177.2665,0.26754847,-123.46065,-0.6633963,2763.5437,0.071688466,927.26483,0.36634126,-124.774216,-0.64388996,-18.1848,-0.29502022,27.518442,0.2233599,0.03336415,0.54147744,-0.020986712,-0.58332473,0.27592227,0.37242076,28.323431,0.2629575,16.32463,0.53682953,9.508817,1.3672297,-1.0267137,-10.294112,-10.365231,18.168428,0.021469625,-0.003736795,0.1614578,3.4008503,2.603906,0.16240385,0.11661487,0.2111111,0.25755608,-27.521046,28
5,34.455727,0.07590607,32.47062,34.76519,36.541653,4.0710335,136.21872,299.10706,27.451473,36.04372,0.46573573,0.31191456,0.33038855,0.46161303,0.58589137,0.25550282,2.6573398,1.302783,1.8699288,0.92690295,0.23983216,0.55785453,28.181143,0.31104642,16.466297,0.51950437,-1.4755893,-9.610344,7.6315207,1.4315227,0.020982387,1.0817362,1.2062848,0.52395815,8.0243635,0.3196021,4.26211,2.4585645,29.086315,0.2800608,699.00665,0.31997848,1382.269,0.15970276,-94.807396,-0.9259745,1750.8158,0.156667,1135.1442,0.26899037,-98.67925,-0.8121618,2882.4294,0.09065052,1003.624,0.32856324,-104.49164,-0.7196388,-20.114777,-0.33643225,34.880836,0.18044728,0.0382896,0.46300557,-0.019936204,-0.6681081,0.2758607,0.46322224,31.595005,0.20976587,17.881977,0.44270715,-3.329067,-4.580712,7.2747808,1.6176332,-14.2260475,25.809053,0.028556475,-0.009665358,0.18705155,3.650913,2.5287933,0.2270297,0.17876111,0.16173914,0.20870513,-25.537134,27
7,36.97606,0.09536125,36.617245,37.359917,38.808903,2.191658,346.1795,565.73376,70.48817,81.71641,0.35631508,0.3509963,0.22034395,0.35025492,0.4632681,0.24292415,2.4242191,1.302756,1.6305981,0.9707624,0.13696267,0.4841934,22.957895,0.39660892,13.99,0.5564835,4.8457327,1.7377365,1.7013298,6.0062747,0.028645404,1.1911144,1.2742041,0.43999395,7.5572767,0.33310974,11.59248,0.81464934,28.593405,0.31393826,718.8585,0.28598768,1417.9714,0.1620222,-154.32953,-0.49687353,1764.8661,0.12757945,1131.0255,0.24880226,-149.77818,-0.50247073,2854.775,0.087850496,994.00256,0.31079578,-151.90926,-0.4741857,-17.543886,-0.31669307,29.345161,0.22404698,0.03509515,0.5083117,-0.017219216,-0.638925,0.17329633,0.34757537,27.729761,0.23374686,13.173572,0.5649999,2.410887,4.212014,-4.848227,-2.4383621,-13.571034,22.391972,0.013423987,-0.008011655,0.121898785,2.8007004,2.378568,0.11389474,0.09963401,0.30829546,0.43732196,-31.717924,26
8,36.654087,0.07353546,34.591408,36.35986,39.07413,4.482723,119.8373,267.15512,28.889324,27.673605,0.7535845,0.59593,0.2558032,0.7146867,1.1493366,0.89353335,7.424505,4.056559,4.584458,2.6888885,0.43139115,0.84061074,25.253206,0.4042404,7.9707613,1.4360651,0.5003887,29.558447,-5.725193,-2.2962625,0.022056865,1.422792,1.1418351,0.48537365,7.199203,0.46228117,8.421807,1.3406969,26.01591,0.3742463,701.91223,0.28446707,1420.6736,0.16077918,-117.32929,-0.7820212,1730.3623,0.14296171,1139.9261,0.32606217,-114.582756,-0.7546532,2808.593,0.07829029,899.8457,0.3541393,-117.552025,-0.7083388,-14.784091,-0.49488533,26.574278,0.31665733,0.05051209,0.3629146,-0.023422802,-0.602352,0.61395574,0.51821196,28.289818,0.36266032,6.849417,1.9537174,-2.4767287,-7.16581,-10.996339,-1.1214572,-11.681074,21.361242,0.02593225,-0.01264316,0.26144546,2.3005753,1.9028543,0.24473684,0.1802299,0.27444443,0.506222,-20.69419,28
9,35.469486,0.069623806,34.962006,35.820652,36.6768,1.7147942,180.41823,259.50668,26.984001,28.567564,0.5249757,0.36378843,0.33807373,0.5263765,0.68617445,0.34810072,3.6376457,1.7498958,2.6445282,1.2873847,0.23235942,0.5355025,27.059162,0.40049517,15.869626,0.6738874,3.2103987,3.600271,-8.945327,-1.3802207,0.021922221,1.62746,1.0476742,0.5392078,8.656868,0.329557,10.305737,0.88997364,30.208702,0.30561036,752.2555,0.21545556,1363.629,0.16394724,-80.904,-1.0667572,1836.0953,0.11270569,1142.0514,0.27609855,-89.45773,-0.8570066,2912.4722,0.069125935,858.59863,0.3812674,-91.62298,-0.8178754,-19.960678,-0.3288024,31.182407,0.2314904,0.046591654,0.41439313,-0.024165945,-0.5126572,0.28161708,0.40870205,30.56518,0.30917796,16.3282,0.6923682,2.7126162,4.8496895,-12.702839,-0.98349375,-12.987036,22.403536,0.021853495,-0.012102611,0.13866653,3.5508878,2.3535304,0.27021277,0.19357212,0.14952381,0.1979773,-24.827723,32
10,34.145477,0.06087257,32.4934,34.149002,35.87805,3.3846512,79.77956,147.2834,22.88868,33.349045,0.54849756,0.42223415,0.3550191,0.5263404,0.7330129,0.37799382,3.7587726,2.069257,2.69997,1.6313341,0.23621325,0.56929135,26.905165,0.42748928,10.859099,1.020746,0.8310206,15.111852,-0.09145313,-132.44695,0.017007941,0.91380006,1.1146321,0.48602837,7.451346,0.38881448,4.6591015,2.2956703,27.210075,0.31842774,629.36694,0.31015527,1417.0946,0.14080201,-89.661476,-1.0176303,1679.5889,0.13251103,1130.1373,0.26386327,-93.46582,-0.89499867,2763.1145,0.08594622,1036.1682,0.29282767,-98.7989,-0.8022983,-16.75826,-0.37975883,28.143835,0.24406387,0.05189196,0.33570558,-0.022030817,-0.5766211,0.27778745,0.4228659,31.191355,0.27076292,9.854373,1.1768093,0.56569093,23.263857,-1.8036084,-7.336447,-11.730284,21.206345,0.037985124,-0.011299006,0.17319198,2.7006752,2.1281924,0.27458823,0.19229604,0.18759492,0.23434919,-26.02181,32
11,36.24608,0.054074787,34.76213,35.840084,38.204872,3.4427414,89.502205,180.36333,13.955868,14.999352,0.67436284,0.39359036,0.44207984,0.6475293,0.88358605,0.4415062,5.3827724,3.4354386,2.933494,1.6237035,0.2734184,0.5703527,23.247036,0.47162133,3.1899385,3.445878,1.3485775,8.988378,1.0709472,11.8071375,0.019000854,1.2026695,1.1065403,0.47564533,7.7304773,0.37281576,6.663238,1.564902,21.867054,0.4784199,698.4501,0.3123048,1380.8053,0.17747326,-83.08144,-1.0629904,1716.2848,0.13325231,1074.0801,0.25948456,-80.39617,-1.0121386,2784.7227,0.08821369,974.78937,0.31562874,-85.438324,-0.9101296,-12.719936,-0.5351656,24.563055,0.32628506,0.050343495,0.40864176,-0.016380338,-0.7228493,0.31344506,0.45878246,26.85746,0.29774013,2.7716558,4.3267975,-0.31822762,-39.64366,-0.9023739,-15.001436,-7.0923934,16.608028,0.03287204,-0.006183203,0.1933557,3.050763,2.1281924,0.3050588,0.22618902,0.15325,0.17849213,-24.756334,40
12,33.835762,0.10906035,32.542683,34.22224,36.106033,3.5633507,275.5988,322.8587,47.213882,77.44395,0.48878732,0.41789365,0.26587453,0.48150873,0.6593051,0.39343056,3.8616664,1.8184403,2.6666164,1.4499505,0.21240808,0.6281252,24.439285,0.42669892,12.491409,0.7993066,4.5203424,2.2031796,-1.4035497,-7.8600926,0.024594994,1.3429344,1.2290604,0.49136782,6.7459583,0.42430994,3.969259,2.5831363,25.607805,0.3296668,697.9626,0.28031594,1420.7452,0.14982842,-122.823135,-0.72499347,1746.7103,0.13438992,1122.8105,0.25252712,-124.96976,-0.6676207,2807.2456,0.07992359,964.11975,0.35204536,-127.71396,-0.628802,-17.045988,-0.3571301,27.501205,0.24961783,0.03378108,0.55597883,-0.019730441,-0.56910723,0.2788642,0.4850449,27.84905,0.29373318,12.454148,0.86526877,4.5750747,2.5012228,-6.3877716,-1.8003043,-12.2031,22.173126,0.015268438,-0.008639997,0.16179354,3.3758442,2.304032,0.17815217,0.16177633,0.24613635,0.39210504,-26.910263,32
13,31.033682,0.0663974,29.950617,31.223711,32.469532,2.5189152,111.77206,125.01497,35.797485,66.43267,0.45372546,0.25691584,0.34912196,0.44081712,0.5464096,0.19728765,2.7675254,1.5178905,1.8230679,0.95765036,0.1939379,0.3856072,26.67952,0.29956988,11.622261,0.7138135,5.561569,1.9574796,-2.7919354,-3.3163762,0.02390609,1.2630024,1.300396,0.45076343,5.756967,0.37483877,-2.6718137,-3.1922762,21.875288,0.3145388,653.621,0.2831605,1436.2428,0.14067042,-129.50868,-0.66468436,1690.4867,0.14010875,1181.9467,0.24964043,-132.67517,-0.6064887,2748.5745,0.08006383,939.8174,0.30440834,-135.01842,-0.5751051,-17.09001,-0.2903027,28.082592,0.19251908,0.026689919,0.5226624,-0.019227987,-0.49634293,0.2211884,0.30734834,30.518642,0.17242488,11.648785,0.7240851,7.574269,1.6847029,-5.6989455,-1.7425383,-13.198683,22.821035,0.021429343,-0.012325296,0.17629163,4.151038,2.88004,0.12617391,0.11502426,0.20972726,0.20991977,-29.432972,36
15,31.931374,0.053626504,30.490871,31.872711,33.31256,2.8216896,37.59618,56.019512,13.897891,12.778114,0.6966913,0.43502015,0.4381926,0.65045124,0.9361688,0.49797618,5.374125,2.8302023,3.883551,1.94222,0.3342581,0.56019014,28.225039,0.36522233,7.2285347,1.527442,6.608948,1.9136448,-5.8201585,-2.56679,0.017455466,1.034341,1.1811161,0.44658324,6.1343646,0.37261957,4.0307527,2.3791401,24.314323,0.35608822,613.2448,0.32016578,1422.4526,0.15341654,-91.22061,-1.0186816,1651.1737,0.15857215,1172.7389,0.296256,-96.00957,-0.8916198,2702.965,0.09392987,959.3479,0.3355483,-99.08426,-0.83636403,-15.520702,-0.37308225,24.954487,0.26121578,0.0407382,0.43748352,-0.026658962,-0.56967276,0.41426307,0.3991906,32.83623,0.22785638,5.3217835,2.2185702,6.608732,2.1123676,-11.187901,-1.412537,-11.791063,20.354715,0.020585682,-0.012848252,0.22396632,3.0007503,2.1782675,0.2575862,0.21881062,0.18738094,0.3452677,-23.69986,28
16,38.76668,0.047984824,37.637447,38.516476,39.56627,1.9288216,71.50083,106.43876,21.93783,23.198473,0.5969292,0.37847182,0.35614222,0.5787565,0.7763612,0.420219,3.9498687,2.1968098,2.6954522,1.6489339,0.25862616,0.52296424,25.316402,0.39239803,8.427108,1.4149077,2.3450012,4.497869,-9.0881605,-1.458448,0.020567397,0.88696563,1.2043594,0.43769315,8.160029,0.33301327,11.775024,0.9517543,24.799044,0.37489668,718.40094,0.28741163,1397.4506,0.15472966,-120.925476,-0.7401198,1753.8757,0.13577643,1136.5631,0.33971152,-112.42352,-0.76229054,2814.9204,0.074878894,902.2683,0.41190127,-114.97301,-0.7215288,-15.03428,-0.43868643,26.357063,0.2782901,0.0458541,0.35833612,-0.023492774,-0.4862061,0.3222573,0.44139898,28.419672,0.2574384,4.0019484,2.967996,3.592827,3.4480193,-16.42128,-0.7569084,-13.3295965,23.289913,0.026901692,-0.015640434,0.19600818,2.7506878,2.428643,0.19474226,0.16239884,0.21382022,0.32332718,-24.764639,24
18,34.038467,0.1347361,33.355927,35.421974,37.031525,3.6755981,351.48703,418.14587,88.808266,76.28071,0.40252218,0.32029006,0.29350433,0.3779187,0.4957636,0.20225927,2.5695376,1.5337958,1.6625006,1.0872201,0.18150185,0.46683016,24.868351,0.38286918,16.399261,0.4877689,0.25139883,36.511715,4.8611894,1.6930915,0.035439715,1.4985634,1.3095466,0.4724819,6.972155,0.39669612,8.884929,1.145618,31.747364,0.2988082,777.7241,0.2225398,1378.9076,0.1550984,-155.5211,-0.49457446,1811.185,0.10800838,1092.3704,0.24134955,-156.4155,-0.46265453,2941.0625,0.06976396,963.28485,0.36009273,-158.6854,-0.43231964,-19.954895,-0.2726863,32.768024,0.20781925,0.025421165,0.77951604,-0.019100657,-0.582764,0.2354036,0.40287742,29.755367,0.29048955,18.211657,0.45723814,-1.7573111,-6.7359195,1.1954435,7.652389,-14.918531,25.372362,0.012205376,-0.013215564,0.16300476,3.1507878,1.752629,0.13785714,0.113689974,0.43681818,0.49421248,-29.4249,23
19,34.954227,0.06640442,33.522087,35.16933,36.530457,3.0083694,194.2576,298.7281,30.932634,30.897533,0.5180801,0.3475557,0.3573455,0.5164996,0.6596861,0.3023406,3.9746816,2.1506968,2.6253808,1.2575253,0.24128203,0.54961467,24.734358,0.38721976,11.383221,0.7814783,6.986282,1.6714097,-4.618593,-2.2659512,0.024391778,1.0904891,1.2603155,0.4554209,7.114838,0.34686443,10.405361,1.001313,28.522121,0.28584263,667.7899,0.28279954,1415.276,0.14559487,-111.969345,-0.8081923,1730.2649,0.12250633,1086.449,0.30409992,-113.417366,-0.7334715,2824.6113,0.08644637,942.3835,0.3652387,-116.53867,-0.6872123,-17.768864,-0.3214583,28.229342,0.25621375,0.04673186,0.363981,-0.020544654,-0.5402485,0.2862694,0.4118204,28.714863,0.2531233,11.748598,0.7272989,7.178562,1.71598,-7.290285,-1.4442506,-11.860284,20.608782,0.029743114,-0.012478883,0.19645298,3.6259067,2.5287933,0.18900989,0.16032454,0.18979797,0.33136988,-26.801811,28
21,34.559635,0.11862013,32.603493,34.711586,37.580833,4.9773407,149.45122,282.75806,46.730377,68.507195,0.71582794,0.46444872,0.39181525,0.70512605,0.994761,0.60294574,5.728618,3.410039,3.5624442,1.797007,0.40448827,0.6608585,28.193682,0.41017672,12.313269,0.96985924,3.0499802,4.464183,-12.56412,-1.2600929,0.021420274,1.4044902,1.140759,0.47344312,6.947043,0.44500515,5.4229474,1.7853768,28.049984,0.3013973,686.1745,0.25768402,1403.8271,0.1515692,-86.92137,-1.050473,1734.3658,0.14107615,1114.8975,0.31694713,-92.3522,-0.8963857,2857.0522,0.072716445,859.06976,0.42354888,-96.34036,-0.82405525,-17.213835,-0.34871927,27.983398,0.27073973,0.041496683,0.4719946,-0.029523956,-0.44948083,0.48668075,0.49424726,31.565554,0.2939775,9.654199,1.2521981,2.213132,6.723187,-18.014675,-0.78301144,-14.292401,23.653442,0.017961059,-0.017706601,0.27496547,3.0257566,2.4036055,0.24562499,0.24929823,0.16858824,0.19044314,-21.734463,31
22,35.154903,0.074713275,35.08109,35.511005,36.15839,1.077301,155.39389,128.44272,84.56947,168.89127,0.3931372,0.35420188,0.24702796,0.39871454,0.50890565,0.2618777,2.8156607,2.0350888,1.9339371,1.0327953,0.17437871,0.54381335,22.395807,0.49444887,14.241554,0.7269245,9.37426,1.2281832,1.5538942,5.9392934,0.028775722,1.2280017,1.2734699,0.5243752,7.9896483,0.3742186,12.93766,0.7977346,25.243176,0.41972482,759.09064,0.31952155,1369.8279,0.15412822,-137.3444,-0.6047502,1843.6023,0.13896438,1064.1447,0.2796867,-135.5314,-0.5829107,2880.9026,0.10088417,1023.155,0.28278634,-136.73775,-0.56660116,-19.598078,-0.3360758,29.496855,0.25795576,0.043670654,0.49966586,-0.012082979,-0.75987166,0.2238076,0.41301456,26.363216,0.3855597,15.6738615,0.66138417,12.110216,1.0635909,0.5278443,19.85007,-13.4203005,22.181097,0.031051366,-0.008389409,0.14374691,3.2008004,2.25338,0.16166666,0.15219323,0.2705747,0.3266632,-28.602133,30
23,36.10762,0.10295342,34.649895,36.438816,38.67182,4.021927,174.41917,265.1985,40.713493,69.23009,0.571842,0.404263,0.30732402,0.58574766,0.7730081,0.4656841,4.7146645,2.2639601,3.0107367,1.4460958,0.28194207,0.6002982,27.166714,0.36815086,14.803392,0.737403,3.6484272,3.4338338,-9.752198,-1.3755791,0.022086734,1.6108003,1.1772479,0.47650343,7.479925,0.35129413,7.758045,1.6046345,29.431198,0.31683466,705.4745,0.24165908,1378.4786,0.14735863,-89.50822,-1.0120208,1768.4121,0.12922825,1162.6422,0.3036923,-95.931,-0.8422778,2855.4238,0.06900044,824.214,0.4070693,-98.55167,-0.7969888,-18.611193,-0.3084561,29.441639,0.25707945,0.032887045,0.58585244,-0.02829953,-0.41633293,0.34996107,0.41453978,30.216286,0.3125761,14.903394,0.7705468,1.3474959,10.333823,-15.964286,-0.6982981,-14.275879,23.70073,0.009771585,-0.013135267,0.17808339,3.4258566,2.3797596,0.24578947,0.21160327,0.17707317,0.27387235,-24.40295,28
24,27.717735,0.06307891,26.062967,27.61213,29.17746,3.1144924,86.980576,118.052475,25.936357,28.602324,0.63583976,0.42856568,0.3357847,0.64756864,0.8643824,0.5285977,3.844305,1.9512213,3.2329106,1.5774789,0.35879245,0.64957297,30.165224,0.39946052,15.555705,0.56136644,5.6334243,2.2134645,-7.7199864,-1.4224603,0.01899964,1.1754805,1.1953766,0.522862,5.1171494,0.5028882,2.05076,3.5620537,31.501488,0.21087638,537.47815,0.30541372,1412.3125,0.12900926,-84.6432,-1.0930239,1588.4304,0.15436131,1179.025,0.24655065,-94.47191,-0.88360935,2757.501,0.07596053,973.96204,0.34548134,-99.67753,-0.7937316,-20.121006,-0.2765173,32.46454,0.18164009,0.04528969,0.402752,-0.031008448,-0.42579427,0.44243252,0.47534445,35.99802,0.24406391,16.687883,0.50902736,5.9329586,2.2786214,-9.992351,-1.190636,-12.651683,21.336754,0.029784806,-0.013116316,0.23513776,3.0257566,2.4787183,0.23131312,0.16278294,0.15946808,0.19192955,-22.052698,30
25,32.42132,0.0717297,30.910803,32.056683,34.655098,3.7442951,67.62051,72.34615,24.454062,24.36992,0.41883826,0.38644174,0.23887542,0.41007385,0.5608554,0.32197997,3.2334013,1.7170123,2.1046195,1.0950187,0.18423584,0.5811542,24.761885,0.39083257,16.258673,0.4844792,5.791353,1.5761857,-2.035549,-4.44618,0.02360282,1.1160965,1.2547457,0.48494184,6.700314,0.33786118,6.167853,1.3839585,28.396847,0.2746474,685.9031,0.28383276,1410.3048,0.14445083,-126.55158,-0.6954702,1740.4934,0.14273319,1182.5042,0.23836115,-130.70174,-0.6161747,2845.0554,0.0754783,862.4091,0.3609356,-132.5976,-0.5902594,-19.082277,-0.2769794,30.045076,0.19998837,0.034647483,0.48979422,-0.021569772,-0.50672483,0.23861115,0.3949626,30.040915,0.24292217,17.9299,0.42388597,5.986138,1.8380867,-5.7014027,-1.7163804,-13.631675,22.445276,0.024313929,-0.008943865,0.1467753,3.3758442,2.3034554,0.16858695,0.12279873,0.24791208,0.57604855,-28.6626,30
26,25.685326,0.047401402,24.75255,25.426275,26.657822,1.9052715,55.70219,92.64808,23.078459,64.64395,0.4005593,0.35063437,0.27364463,0.3894527,0.50063825,0.22699362,2.772188,1.9037291,1.6040608,0.87746,0.19100106,0.5280973,27.745,0.31334257,18.846478,0.34709415,10.430292,1.0585828,4.308331,1.9796455,0.017536284,0.9292334,1.2563161,0.5124953,5.2245173,0.3437547,10.81379,0.617662,36.157127,0.20825067,676.462,0.33812943,1461.8202,0.14341384,-84.20682,-1.060457,1752.7108,0.15324703,1178.0323,0.2472843,-92.11719,-0.88920593,2830.5452,0.105519615,1035.1129,0.26392934,-94.942406,-0.8392222,-22.452621,-0.20985372,31.939316,0.18301758,0.024956416,0.7574308,-0.019657837,-0.53788733,0.2222782,0.38660148,31.490004,0.18631586,20.236172,0.3099133,11.675042,1.01455,4.883498,1.8818148,-15.279147,23.965714,0.02200764,-0.009806262,0.13978092,3.0007503,2.1287253,0.28117648,0.20295122,0.17240962,0.1796958,-27.484804,33
27,34.28909,0.08513392,33.75362,34.893063,35.740925,1.9873047,185.83388,321.58667,35.306087,68.731224,0.48757485,0.35183048,0.3113742,0.4887035,0.6263701,0.31499588,2.8274589,1.7392961,2.0065236,1.0618856,0.19314152,0.54499453,25.60753,0.37704656,12.616491,0.7221064,6.878223,1.3828157,-0.058850683,-180.64308,0.024046784,1.7161754,1.075807,0.49841085,8.772304,0.281519,4.418434,2.325636,21.65616,0.4334642,813.2573,0.19622509,1330.2128,0.1666422,-83.51511,-1.0239016,1893.9857,0.11306615,1077.0233,0.3327844,-89.92995,-0.87572896,2902.8936,0.07865068,948.38055,0.36506486,-91.75308,-0.84312654,-19.52606,-0.26356706,29.365086,0.22211266,0.021032372,1.0579364,-0.020184547,-0.49713507,0.23198,0.4094815,29.18721,0.28486645,13.50415,0.6782193,7.447034,1.3923303,-2.612318,-4.3894444,-11.611512,20.129303,0.010169053,-0.007427712,0.12149081,3.0757692,1.6024036,0.39703125,0.3675837,0.22706895,0.44899887,-25.851017,24
28,34.847507,0.07784811,33.972614,35.138187,36.45347,2.480854,76.468765,126.366005,28.895601,34.09927,0.5151995,0.40894327,0.29683575,0.49905786,0.706605,0.40976927,3.9265776,2.0875282,2.7123828,1.6861863,0.24083598,0.6148741,27.66242,0.33591843,11.520504,0.85811365,5.2051454,2.570419,-2.4794705,-4.5771546,0.022663118,1.1895906,1.1571892,0.47990036,7.39583,0.37064582,6.423821,1.8172023,25.8161,0.37722442,663.5603,0.2911718,1412.0637,0.16453797,-94.24634,-0.964242,1727.691,0.14051147,1146.973,0.30169028,-98.26834,-0.8445244,2771.9622,0.07862909,963.526,0.36414224,-101.27329,-0.7935538,-17.474411,-0.3354595,28.29491,0.2406564,0.040036496,0.46941406,-0.020024927,-0.5949161,0.29303825,0.47268733,30.101435,0.28368774,10.537089,1.0357364,4.546173,3.3091047,-5.123538,-2.2298357,-14.457848,23.9207,0.023214756,-0.01277145,0.1676243,3.050763,2.103155,0.2695238,0.23898047,0.20945945,0.27768296,-25.654148,30
30,37.355545,0.045383252,36.76276,37.268368,38.152985,1.3902245,124.06032,287.20322,75.45122,234.15251,0.5171266,0.30322075,0.3506543,0.5135553,0.65339243,0.30273813,2.9919891,1.6298488,2.1154275,1.3302262,0.26637647,0.41853186,30.648207,0.26486805,13.264491,0.533124,0.85121596,10.353656,-2.9962971,-2.873312,0.02443753,1.0463728,1.1922485,0.44804773,8.816429,0.25617155,13.624995,0.71916443,33.990513,0.2872937,735.0408,0.28519285,1418.4775,0.16692235,-109.59875,-0.79928666,1771.2461,0.13225773,1185.8538,0.2433825,-106.89064,-0.756209,2916.2878,0.083450295,1046.0327,0.3301097,-112.79392,-0.66924375,-20.518557,-0.30614364,35.278976,0.20243682,0.039197568,0.49825585,-0.019832851,-0.44467393,0.3156766,0.31926966,33.52942,0.19529189,13.57761,0.5643327,-0.26149693,-37.39761,-5.2086782,-1.7501401,-15.377944,27.307049,0.020235801,-0.013134205,0.20703308,3.1757941,2.6790187,0.19635513,0.1798514,0.16544554,0.21089399,-24.617296,30
