ID,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp
3,36.011707,0.075863786,34.87629,36.228424,37.499016,2.6227264,250.84074,436.60086,32.654972,43.85481,0.49804318,0.43201128,0.31045452,0.47143495,0.6603885,0.349934,3.867546,2.077276,2.3090978,1.305873,0.2415471,0.65436566,26.164824,0.3321435,14.094112,0.85748816,7.252706,1.6284578,-4.975108,-2.774214,0.02358279,1.5233954,1.1400803,0.49999383,8.610926,0.31319398,13.23686,0.96214116,29.428774,0.31087562,690.7514,0.3119558,1434.574,0.15244909,-94.67821,-0.9403916,1740.2429,0.13421401,1171.2452,0.2692326,-96.20164,-0.83841866,2858.8086,0.079403006,915.7546,0.38927084,-99.70655,-0.7793571,-20.207981,-0.3570342,31.156996,0.23486556,0.040680658,0.4572355,-0.014541606,-0.6529563,0.3015532,0.47374862,29.188242,0.24909845,14.056384,0.88798106,9.10624,1.4065701,-9.117933,-1.4713738,-13.837625,24.076782,0.020620696,-0.005693794,0.14832802,2.9007254,2.030584,0.29160494,0.23914695,0.19958904,0.30633244,-24.938505
4,30.3631,0.080828145,28.123154,30.205402,32.525017,4.401863,132.40807,164.98799,19.755272,10.159977,0.51698756,0.39402148,0.31843123,0.4990971,0.68422115,0.36578992,4.184148,2.260553,2.656071,1.4434764,0.23801494,0.58079004,23.233377,0.4669566,13.758913,0.7090521,6.839649,1.5863363,-0.11356597,-86.97919,0.020357622,0.91756177,1.2793698,0.49110767,5.686369,0.44693875,0.9885206,7.1912208,26.157038,0.27010462,648.74,0.3021935,1413.2992,0.13153967,-129.03586,-0.68533504,1707.4418,0.14131999,1169.071,0.23244949,-133.60326,-0.6051131,2774.62,0.075197324,920.9889,0.34439853,-135.26027,-0.5818088,-18.231127,-0.3167,28.374868,0.2526076,0.03804162,0.44025245,-0.023427106,-0.49650338,0.33146474,0.3534801,29.79569,0.25783047,15.469877,0.5867018,5.974467,2.0885289,-3.3335335,-2.9109282,-11.294813,19.641111,0.024876114,-0.007809285,0.17938058,3.350838,2.3284929,0.15709677,0.115522,0.2547826,0.38109535,-26.496857
5,34.151634,0.06847718,32.121105,33.895203,36.245316,4.1242104,63.61102,119.62307,31.663746,75.33361,0.40732902,0.33391508,0.26254964,0.40369987,0.5317514,0.26920176,2.203435,1.1974388,1.6106143,1.0594611,0.20168898,0.6263157,27.511738,0.29289153,15.586502,0.5121888,0.95797116,12.277365,7.4931,1.1699117,0.024335427,1.6923531,1.246411,0.49640125,7.76292,0.32849544,5.81175,1.6028517,27.891638,0.2955691,722.4623,0.29378194,1412.8326,0.15920116,-114.66775,-0.7713282,1759.6733,0.1361258,1163.757,0.2627203,-116.99213,-0.7034727,2876.334,0.07895891,982.4514,0.3109398,-121.35275,-0.6410925,-20.251785,-0.3061352,33.866776,0.19070503,0.035628356,0.5298357,-0.018449139,-0.6417415,0.25303882,0.4905588,31.169447,0.20239696,17.298422,0.45362863,-0.56545687,-25.373587,8.513526,1.1513995,-15.08908,25.781992,0.02848423,-0.010104184,0.15248036,2.7006752,2.178813,0.21609195,0.18857212,0.25368422,0.37292174,-26.902508
7,37.520042,0.09052784,36.697197,37.386562,39.66144,2.9642448,171.22809,264.98596,61.488503,95.72316,0.38512242,0.3237767,0.26542154,0.37387767,0.480895,0.21547347,2.3552973,1.8150711,1.4323419,0.8425084,0.14405082,0.42843184,23.085573,0.36970627,13.22913,0.5931235,2.3264837,3.776401,-0.5635938,-15.002049,0.030208295,0.9428896,1.2266741,0.45448986,7.9740715,0.31487378,10.614841,0.92419666,27.768631,0.28176543,772.2907,0.24945058,1420.8945,0.17107263,-136.73712,-0.6127366,1794.7697,0.11402789,1144.8734,0.28261575,-134.76994,-0.59417397,2893.7056,0.08026302,929.07635,0.33380884,-137.58481,-0.5564835,-18.044603,-0.32031274,30.076702,0.23486549,0.036557734,0.4182698,-0.016607972,-0.5612754,0.17472064,0.34083366,26.670404,0.23346548,13.548456,0.5981223,1.8938541,5.4686522,-3.9895325,-2.392906,-12.800075,22.687332,0.022249412,-0.010303822,0.12545715,2.3755941,2.428643,0.14824742,0.11774521,0.25597826,0.45823634,-30.8607
8,36.70493,0.08496591,34.237488,36.00762,39.43615,5.198662,162.07309,245.77458,31.279873,24.78036,0.6974468,0.564873,0.2629174,0.6638791,1.0293818,0.76646435,5.7192116,3.6307368,4.1672883,2.352913,0.37955087,0.8287046,24.367105,0.4551074,7.8021216,1.5099114,3.2308936,3.7895901,-2.3958747,-4.743989,0.020782873,1.2733586,1.1719396,0.48504242,7.517144,0.41715482,10.440916,0.94171727,24.654638,0.4361605,714.56537,0.30427486,1404.0371,0.16497895,-123.61291,-0.7229136,1746.3815,0.13928811,1123.4153,0.30436763,-120.94554,-0.70093656,2817.2178,0.08136694,936.4237,0.3856556,-123.4535,-0.6635025,-14.788575,-0.53948647,26.273792,0.33094516,0.04698981,0.4062722,-0.017281307,-0.766111,0.5205288,0.5521459,27.199327,0.36533493,6.725559,1.9766613,3.2349293,4.586658,-6.6690927,-1.7201062,-11.381079,21.138243,0.025875326,-0.010206572,0.26384622,2.3255816,2.203305,0.19568181,0.15286502,0.25463414,0.44389132,-21.943213
9,35.667557,0.07159366,35.106396,35.92744,37.002945,1.8965492,173.36044,340.4144,41.6416,111.92472,0.47802028,0.37388656,0.28773338,0.47717312,0.6338433,0.34610993,3.2478008,1.5016919,2.2000458,1.0130681,0.21318468,0.5434614,26.784214,0.35458568,16.065279,0.5660346,6.585618,1.7086016,-7.9191356,-1.4729128,0.021999057,1.3377525,1.0943524,0.501388,8.6805,0.3339132,10.619559,0.9059613,30.114838,0.30038795,743.1186,0.23814446,1392.3065,0.15803955,-85.31671,-1.0214448,1844.032,0.12411032,1148.1593,0.31948498,-93.39431,-0.8340521,2896.1104,0.07402705,901.4587,0.36760625,-94.98227,-0.806536,-21.414602,-0.2844189,31.367414,0.23218879,0.04499195,0.40046042,-0.02380157,-0.44934973,0.26189366,0.38676786,30.444958,0.2519951,16.795033,0.568953,7.1193886,1.7958964,-12.296595,-0.8959852,-13.40842,22.352497,0.020750975,-0.010278609,0.12853305,3.5258818,2.1281924,0.29011765,0.20368658,0.17320512,0.28836182,-25.279404
10,34.349274,0.0702169,32.727993,34.508724,36.278027,3.5500336,48.060787,52.583603,14.733557,13.499224,0.57964313,0.46412262,0.32791764,0.57202035,0.79465103,0.4667334,4.4549575,2.5501585,3.2448175,1.8400764,0.26027548,0.6482568,25.37393,0.455429,10.81658,1.0749613,4.3761897,2.951837,0.042186763,301.6276,0.019296424,1.259489,1.1026856,0.5161991,7.424188,0.396782,8.270718,1.1786602,27.512114,0.310314,648.3032,0.33687377,1415.2974,0.16408156,-80.2197,-1.1037233,1716.5142,0.13804333,1077.0392,0.26390663,-83.32012,-0.96870977,2777.6978,0.08855527,1050.6416,0.34085643,-87.900734,-0.8799364,-16.642569,-0.43056163,26.770744,0.30508345,0.05256779,0.397834,-0.019603524,-0.6886447,0.3080113,0.48375204,28.172905,0.36654612,10.878512,1.1605121,5.4364753,2.5671155,-0.4220321,-31.655851,-11.453775,20.363354,0.03216198,-0.010102596,0.16739051,2.9257317,1.8277416,0.35424656,0.2605154,0.18455882,0.28635868,-24.767315
11,37.447746,0.06595231,35.500698,37.035767,39.095066,3.594368,44.94079,64.853065,52.797783,83.88876,0.70908576,0.39424446,0.46380597,0.7054896,0.93420136,0.4703954,4.932302,2.7046554,3.634334,1.9964274,0.3443763,0.64343774,21.063126,0.52305216,4.7470717,2.2045593,1.5329179,8.259018,-3.484203,-3.8125145,0.024509355,1.0124762,1.2604985,0.45426038,6.91008,0.41616565,11.108546,0.9504366,24.890493,0.38513568,714.9422,0.30079556,1388.2107,0.15920149,-105.5574,-0.85803825,1716.0242,0.12487399,1093.0416,0.27769873,-99.87752,-0.85072404,2791.772,0.08399613,925.5225,0.3700179,-103.96785,-0.7826174,-13.557708,-0.4830942,24.638807,0.3059433,0.06086591,0.30669478,-0.017133163,-0.73183376,0.41503108,0.49378163,24.963892,0.34460816,4.6700473,2.4198194,-0.36856058,-37.000267,-6.3246965,-2.1157508,-7.9628153,16.967766,0.04335068,-0.007450176,0.2541724,3.050763,2.5538309,0.21098039,0.16552655,0.16814432,0.20816983,-23.911802
12,33.877113,0.09246014,32.055546,33.475452,36.395416,4.3398705,79.781456,81.92637,25.796667,27.17418,0.4701203,0.4128399,0.28739172,0.4544239,0.6266146,0.33922285,3.693403,1.9867717,2.466664,1.4698684,0.20132534,0.5728434,22.21024,0.5175873,13.994014,0.71667945,9.154359,1.2454522,1.1092217,9.928175,0.025987385,1.292673,1.2870932,0.44889373,6.8782983,0.38219127,6.8529115,1.2967775,25.406307,0.31709024,701.8442,0.30666453,1439.7693,0.14573644,-130.92343,-0.6583519,1740.4961,0.13259539,1177.5536,0.2891384,-131.45625,-0.6166742,2797.5637,0.0856251,947.1954,0.31611332,-133.3826,-0.58998007,-17.35906,-0.33567867,28.302769,0.24334517,0.03264856,0.58331,-0.016086325,-0.62536114,0.26261786,0.44506735,27.609003,0.30001664,13.450458,0.7497709,8.445553,1.5291364,-2.4738798,-4.572822,-11.956613,20.841875,0.019496536,-0.006270008,0.160611,2.675669,2.3284929,0.16301075,0.11452366,0.24880433,0.39843947,-27.889671
13,31.298405,0.086514965,30.167633,31.670885,33.195206,3.0275726,182.91351,240.72348,59.028805,93.29242,0.45879847,0.2010223,0.37695938,0.45244566,0.53642595,0.15946656,2.382747,1.1413381,1.5156883,0.82431006,0.2133438,0.29821897,29.338732,0.25303864,9.450976,0.8513455,1.8287235,4.4494452,0.6792469,11.5394,0.031055445,1.0984911,1.3584459,0.45647895,4.945144,0.44557607,1.2224686,5.899017,25.350037,0.29737946,743.65704,0.23344062,1421.151,0.2022261,-158.28348,-0.46864107,1760.6406,0.1268569,1197.3159,0.2524467,-160.1953,-0.43364114,2826.634,0.0804905,948.96027,0.27919817,-161.90047,-0.41090092,-16.756685,-0.2996729,29.692085,0.17426354,0.02818235,0.54932,-0.0203098,-0.5226668,0.24079217,0.23974277,33.153137,0.16399167,9.967147,0.7873627,2.3147993,4.264678,-2.0656915,-4.4192905,-13.8654375,25.302395,0.025874201,-0.012743847,0.20511608,4.276069,2.3552995,0.08925532,0.07297973,0.31189474,0.36259386,-29.63625
15,33.606884,0.08594214,31.259949,33.6109,36.084747,4.8247986,130.38985,242.42598,40.99652,77.95154,0.78281945,0.46018165,0.4604819,0.7600052,1.0675447,0.6070628,6.0949955,3.5274923,4.2830224,2.3643274,0.42484865,0.62146115,27.102602,0.39547044,6.228591,2.0259662,6.1978054,2.0896502,-4.5172167,-2.802041,0.01842081,1.0338453,1.1659591,0.46883538,6.5691133,0.45744485,8.594246,1.4089016,25.246674,0.37635827,612.2721,0.30690813,1402.7418,0.1421542,-108.91355,-0.85210294,1686.3036,0.14423509,1107.0776,0.29251462,-109.91999,-0.7834436,2703.7244,0.09468584,1025.491,0.32135516,-112.53273,-0.742121,-15.621386,-0.41549593,24.660234,0.2767885,0.048607364,0.39224893,-0.02300139,-0.57887053,0.54290676,0.42516065,30.566267,0.29771072,4.534583,3.0363588,8.410199,1.7965924,-9.607621,-1.3823591,-12.088817,20.91705,0.027971873,-0.014023841,0.3047715,2.8507128,2.3284929,0.20817202,0.24584696,0.2121591,0.5394809,-21.512613
16,38.541935,0.06008893,37.80917,38.65766,39.401363,1.5921936,142.20537,170.67136,78.59763,104.23452,0.5578779,0.30426076,0.3975522,0.542491,0.69057065,0.29301846,2.6491444,1.5642605,2.0996506,1.207726,0.2294957,0.33986518,25.177017,0.39740387,8.483528,1.1445262,2.347961,4.277463,-6.6596823,-1.6931002,0.02453329,0.9755805,1.2403741,0.39626718,7.592059,0.34677047,10.586904,0.9618507,24.790668,0.36101592,737.18884,0.28886893,1390.2732,0.16775453,-134.26355,-0.6422962,1760.7162,0.13917075,1134.903,0.27411595,-124.70618,-0.67820996,2849.7354,0.08670896,956.91,0.4324322,-127.493355,-0.6383433,-15.693629,-0.4211534,27.420952,0.28237194,0.0369678,0.4124677,-0.021771012,-0.43032953,0.25870666,0.28332326,29.086845,0.20199129,5.2063575,1.7662963,3.824185,2.8970644,-12.1339855,-0.85155255,-12.150086,22.035852,0.024150442,-0.015092908,0.2078171,2.8257065,2.1782675,0.18747126,0.17227495,0.2513793,0.30559218,-26.735317
18,36.81947,0.08560699,35.63112,37.01276,39.007195,3.3760757,248.01053,396.3829,47.08512,75.38019,0.43700418,0.30564544,0.29735246,0.43503925,0.5535924,0.25623992,2.5074317,1.3281546,1.8619223,0.97474843,0.20910831,0.54740477,24.663418,0.36133978,16.61365,0.50013006,0.4301018,21.288189,3.0631523,2.8915453,0.028465739,0.97833467,1.3151882,0.4497053,8.074034,0.30895963,7.2025213,1.4358575,28.17452,0.2653637,798.41187,0.20523469,1351.1285,0.19017248,-135.70853,-0.61497873,1846.085,0.1052813,1081.3529,0.2448222,-137.34213,-0.5634225,2957.858,0.068555444,929.4218,0.3368223,-139.9405,-0.5294399,-21.26671,-0.28115338,33.52454,0.19234096,0.024363529,0.7325209,-0.021712055,-0.4874186,0.27228704,0.4467938,28.327354,0.2693521,19.203777,0.41949248,-0.83310634,-12.91379,-0.036858045,-268.65363,-14.581662,24.73263,0.012759087,-0.012634629,0.17103627,3.7259316,2.5538309,0.13872549,0.103190966,0.28361446,0.4770733,-27.446688
19,35.575638,0.06257666,34.167576,35.570404,36.940784,2.7732086,134.6671,262.21143,19.507685,13.733683,0.55994,0.3521167,0.38153192,0.5605696,0.7132294,0.3316975,3.994253,2.0341825,2.7097077,1.2115041,0.25435147,0.50520784,24.089018,0.37448072,10.267734,0.98263836,2.773254,4.229874,-6.731392,-1.750143,0.023788577,1.2028972,1.2592224,0.4503366,6.9575324,0.3603291,9.693674,0.9770482,27.07633,0.34678197,706.5637,0.2865053,1405.7227,0.16453053,-103.40512,-0.87103766,1724.1027,0.12497189,1132.3772,0.27460617,-103.7866,-0.8024011,2825.4478,0.08664262,948.47797,0.40242812,-107.8,-0.73914266,-15.961301,-0.3812754,27.410242,0.26133904,0.049896717,0.36162484,-0.016485883,-0.67217094,0.29890466,0.37074348,26.68258,0.30149555,10.346763,1.0206901,2.6173146,4.7431626,-9.1258745,-1.3644971,-11.75019,21.623863,0.037197545,-0.010477049,0.19993177,3.575894,2.7541313,0.19063637,0.2078517,0.15904762,0.2083382,-26.559437
21,35.930347,0.10188362,33.433117,35.978912,38.808933,5.3758163,176.07114,281.24918,43.769505,57.02938,0.85129267,0.5483151,0.36035672,0.8113263,1.2350415,0.8746848,6.355657,3.3875449,3.8503911,2.0833185,0.5237992,0.70170313,27.898611,0.36480662,9.119185,1.418818,-0.40696383,-31.657137,-10.962247,-1.4037337,0.020740053,1.4441736,1.1947788,0.47517392,7.1864586,0.4597126,6.2210155,1.609182,28.211813,0.3311559,697.6891,0.2513692,1385.0605,0.14031444,-94.25255,-0.9884412,1728.7908,0.12857811,1099.3518,0.31228244,-97.489006,-0.8756348,2857.8157,0.07341072,833.0933,0.41529852,-102.10729,-0.796129,-16.321184,-0.4213434,27.674528,0.2984583,0.046904232,0.42454144,-0.028222006,-0.43373102,0.6739537,0.47177202,30.23908,0.29700354,7.685325,1.8589228,-2.3300948,-6.003395,-17.4236,-0.80832076,-13.242136,23.46134,0.020111002,-0.015879864,0.3161876,2.3755941,1.977967,0.2834177,0.27883983,0.21213333,0.29278114,-19.595541
22,34.936584,0.064177796,34.602715,35.25351,35.88944,1.2867241,254.79607,431.72403,26.603994,24.705557,0.40629777,0.3961579,0.23875082,0.39114106,0.550605,0.31185418,2.9188046,1.4859496,1.9484891,1.1688274,0.18377244,0.6417517,22.376274,0.45206663,13.559627,0.79537344,7.8842783,1.37908,2.6426928,2.9321353,0.030444728,0.94896543,1.3465408,0.4464593,7.858797,0.32403982,12.267547,0.86762935,24.374945,0.32671344,792.9793,0.27993244,1385.0466,0.15984356,-157.81015,-0.46545205,1859.9525,0.13364902,1106.2025,0.28423017,-157.37845,-0.44867444,2875.6384,0.09989304,1019.49994,0.3048308,-158.19972,-0.43739557,-19.359371,-0.33454135,29.921852,0.23254406,0.03462579,0.5285537,-0.011480601,-0.7375758,0.27558583,0.46237326,27.161547,0.30765572,15.042883,0.7388645,11.4347315,1.150584,2.120712,4.558106,-13.150229,21.857845,0.02513442,-0.007168495,0.15199625,2.6256566,1.8527793,0.12972973,0.10719989,0.39493147,0.9091726,-28.069824
23,36.041245,0.09578765,34.541,36.196827,38.01954,3.4785385,200.8065,298.4901,58.284626,84.42044,0.519822,0.30019733,0.39046103,0.5151239,0.6536858,0.26322478,3.3965397,1.7671406,2.4492276,1.2088575,0.27658156,0.5221986,26.458939,0.37910572,16.206835,0.60285056,5.423087,2.0086184,-6.3334193,-1.7948079,0.02695475,1.2327882,1.2817409,0.46854362,7.464111,0.34827706,10.956576,1.1963712,30.007214,0.34564203,703.6279,0.2871375,1427.5936,0.141956,-110.403694,-0.7926962,1755.2231,0.14467609,1216.5322,0.2684788,-112.18891,-0.7126571,2851.8232,0.085030444,915.8865,0.38182497,-114.75414,-0.67486626,-19.631048,-0.30234504,30.788061,0.24358629,0.032108698,0.5873626,-0.021124797,-0.50418437,0.3187196,0.41523826,29.86805,0.2881021,16.413813,0.5771909,5.0298643,2.436904,-10.272141,-1.1120588,-14.698923,24.355936,0.016176956,-0.013227912,0.23161463,4.1760445,3.27992,0.14954199,0.15363711,0.14553718,0.18197696,-25.408936
24,28.888351,0.06313621,27.227713,29.025688,30.428272,3.2005596,83.40563,98.45419,18.490526,9.745923,0.74698514,0.45521978,0.409581,0.7559514,1.0261402,0.6165592,5.8855734,3.2874067,4.175406,2.717894,0.47025126,0.6843205,28.575504,0.4562449,15.9083395,0.64156616,6.8169456,1.9664261,-7.1517677,-1.7201471,0.020589305,1.1307636,1.294555,0.52958643,5.016232,0.5355164,2.2063196,2.9719827,32.283016,0.20279294,533.88245,0.3167297,1409.3109,0.13182943,-78.921745,-1.1542726,1586.5284,0.15517645,1155.2289,0.25830466,-88.006226,-0.9313278,2743.9573,0.07554303,957.14014,0.34506336,-93.48599,-0.83063835,-19.191042,-0.3078847,30.971752,0.20675576,0.048639737,0.33961284,-0.028308105,-0.46816796,0.569256,0.5060905,34.14444,0.28297845,16.261229,0.6648414,6.4390607,2.3420677,-10.325497,-1.15428,-12.386292,21.192434,0.031936083,-0.010902816,0.30224645,2.875719,2.603906,0.23307692,0.18390043,0.14505376,0.17302264,-20.388931
25,32.896328,0.08819959,31.04636,33.24088,35.134777,4.088417,188.9853,331.09097,28.977829,33.979538,0.37467092,0.357174,0.23803091,0.3644595,0.4848423,0.24681139,2.4818966,1.3114717,1.6645285,1.1216091,0.16134533,0.5516136,23.170626,0.42064252,18.199726,0.4393553,10.095549,0.8512825,0.2816649,30.929514,0.027672395,1.1884298,1.2633296,0.48261496,7.240164,0.31650496,10.174367,0.8593152,29.630898,0.2596899,662.5817,0.3114698,1450.3094,0.13887438,-123.020386,-0.71345377,1752.913,0.13520686,1175.9865,0.24178042,-126.76668,-0.63054127,2817.9385,0.08278163,918.91766,0.37800884,-127.76649,-0.6168757,-21.115372,-0.23060332,30.354548,0.21805072,0.037240174,0.45968533,-0.017333359,-0.48787472,0.20714594,0.3624873,28.048944,0.26817498,20.321394,0.2950358,13.049456,0.65646654,-2.3355322,-4.191001,-14.080644,21.97017,0.026829535,-0.007558208,0.1256036,2.7006752,2.2784176,0.1841758,0.121466,0.237,0.32158786,-29.359262
26,26.25311,0.085586816,24.7303,25.809017,27.282482,2.5521812,97.189316,202.19847,35.463406,54.23479,0.4311369,0.37171054,0.2550547,0.42862043,0.5673523,0.31229758,2.701936,1.4874926,1.874371,1.0644873,0.21507037,0.58215153,27.315514,0.28845087,15.118364,0.4063588,8.631959,1.2622263,4.4365625,1.8784362,0.023426957,1.3207288,1.3636832,0.5058172,4.885182,0.40830475,11.009311,0.59811395,34.11089,0.22607009,711.0797,0.32388008,1457.8141,0.1640493,-105.08855,-0.8666947,1766.8712,0.15074338,1169.9098,0.257711,-110.55304,-0.76555496,2824.809,0.09823169,1050.0797,0.30218264,-113.00557,-0.7276435,-20.676695,-0.22832078,30.623156,0.18806837,0.023683922,0.71054494,-0.019961184,-0.53627163,0.26202258,0.39852926,31.069904,0.18064609,17.194277,0.33845976,9.900834,1.2209295,5.2190895,1.8129818,-14.65816,23.504194,0.023299187,-0.009325678,0.16595867,3.1007752,2.3791635,0.20515789,0.15309346,0.20119566,0.25351375,-27.028822
27,34.332565,0.1143356,33.427586,35.017822,36.708107,3.2805214,101.866165,118.552414,49.801334,72.141205,0.5381496,0.3620391,0.3382756,0.5462672,0.7002913,0.36201566,3.317092,1.7614809,2.1773133,1.3527993,0.2554028,0.59014165,26.95612,0.35867587,13.505903,0.6947953,5.7779484,1.8266815,-2.0858514,-5.347458,0.024760727,1.7246423,1.1775452,0.4946854,7.8843913,0.3535681,6.5096364,1.5121199,25.364277,0.35438105,779.86926,0.22051239,1334.6073,0.17226443,-87.416954,-0.99632233,1872.8716,0.12609324,1094.3297,0.30791712,-93.42874,-0.85159904,2892.6252,0.08033644,993.4176,0.35548556,-95.8969,-0.80906,-19.444845,-0.30714563,30.066256,0.2148971,0.025914123,0.85036767,-0.021944396,-0.4963463,0.2971678,0.44612142,30.229332,0.25011018,13.703326,0.68568206,5.5494423,2.1112733,-4.587501,-2.5188992,-13.618772,22.529629,0.014338631,-0.011596142,0.1856702,2.8007004,2.0030046,0.30462497,0.3155707,0.19521128,0.27311897,-24.716766
28,35.832336,0.053014655,34.51746,35.626003,37.27693,2.759472,33.489166,45.895725,8.686508,6.014821,0.5719135,0.4394775,0.32701442,0.56796604,0.7720904,0.44507596,3.76284,1.8328274,2.6530623,1.5493486,0.26064616,0.57272154,26.70706,0.3668755,10.159636,1.1535606,4.179402,3.4277358,-1.3244578,-9.103425,0.0184878,1.7249689,1.0987396,0.47734016,8.321727,0.33821627,7.086925,1.3354452,24.793701,0.34886426,701.4676,0.29787904,1427.3391,0.16765583,-84.6275,-1.0399785,1738.6117,0.1446463,1140.329,0.30883244,-86.51337,-0.93076485,2805.9207,0.08048307,928.84924,0.34327948,-90.28488,-0.8595263,-16.739353,-0.4068946,28.248102,0.24196255,0.043409638,0.4288187,-0.018189916,-0.6672631,0.3203838,0.40863118,29.102583,0.31738445,9.648804,1.3234776,3.5815198,4.4783163,-4.188793,-3.061244,-12.911082,23.038614,0.023763968,-0.007410768,0.14765015,3.0007503,1.6274412,0.39353848,0.32798415,0.22,0.37333128,-24.125782
30,37.396305,0.05967779,36.52158,37.313023,38.82103,2.29945,165.77356,307.24622,31.228785,22.607817,0.55354154,0.31440303,0.36817378,0.55148673,0.70355177,0.335378,3.3652668,1.8356905,2.17589,1.1607196,0.29934645,0.4690405,30.080238,0.30031997,12.30582,0.6301986,-0.29025137,-33.14353,-5.9962773,-1.7706246,0.026371906,0.8948483,1.2674246,0.41914698,8.015602,0.3056446,11.696848,0.9134253,32.648445,0.29438034,750.978,0.26448286,1409.3982,0.1487171,-111.32067,-0.78998286,1782.5881,0.13103472,1185.8961,0.23979315,-109.92872,-0.7407842,2935.6875,0.07718238,992.3319,0.3535058,-115.03505,-0.66580844,-19.271292,-0.33780727,34.337807,0.20530206,0.040865637,0.42959344,-0.021325493,-0.4786278,0.3674476,0.3474422,32.87889,0.21970178,12.475042,0.697431,-1.3644546,-8.238585,-9.613432,-1.159516,-14.448077,26.802538,0.023959564,-0.013265533,0.22168398,3.3258317,2.6803608,0.18887849,0.15542723,0.18187499,0.20832323,-24.502245
