ID,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp
147,35.01865,0.1286273,33.52943,35.770634,38.451855,4.9224243,268.74197,445.7186,41.794075,31.558779,0.5118078,0.39473224,0.32396328,0.5217872,0.6662192,0.3422559,3.798893,2.1846786,2.1987574,1.3962585,0.24848233,0.63172144,23.558096,0.46100476,13.189527,0.7715449,7.575668,1.6900475,-1.8460032,-5.978396,0.029805467,1.4286052,1.2346122,0.5067719,7.626197,0.40384084,8.181549,1.2104503,23.495071,0.43922535,781.6493,0.25489998,1356.7637,0.19223098,-97.4458,-0.9028204,1861.5482,0.12750885,1080.5311,0.32655662,-99.173004,-0.818238,2888.5447,0.08468523,1015.98816,0.36101425,-101.074905,-0.7865217,-17.909859,-0.39038935,28.64935,0.2831445,0.041980308,0.4356742,-0.018730689,-0.68261576,0.2899989,0.50243413,26.26313,0.3665952,13.604587,0.7683964,6.756395,2.0752854,-4.527572,-2.6155872,-12.779185,21.670376,0.028185407,-0.00816849,0.18869641,2.6256566,2.203305,0.25954545,0.24909341,0.1927848,0.20936878,-25.58291
148,36.128002,0.07546708,34.070858,35.78935,38.177242,4.1063843,69.14453,86.26081,23.00462,49.476254,0.7480734,0.43321007,0.43956727,0.7655961,1.0093457,0.5697784,5.8205895,2.9535718,3.4945712,2.3502364,0.40702018,0.61665183,23.965752,0.49767348,13.7986355,0.92711455,3.3180609,3.9040883,-12.9386425,-0.9620835,0.021576786,1.3656474,1.1693318,0.51709497,7.7128067,0.37095988,8.714617,1.173134,27.644829,0.3312625,730.80756,0.23438224,1385.6718,0.14938422,-82.43258,-1.0520976,1784.6221,0.12208782,1098.7958,0.29137456,-86.93899,-0.8992625,2901.6216,0.07655814,851.9207,0.39877018,-90.3057,-0.8367117,-16.839209,-0.44719175,28.414719,0.29152128,0.048588898,0.38977283,-0.024516134,-0.53268546,0.4820751,0.44921637,26.894228,0.4145512,13.909585,0.96645725,2.691219,5.293921,-16.798275,-0.65009886,-11.472789,20.607279,0.030403173,-0.010784175,0.26308087,2.7256815,2.3034554,0.2772826,0.2352709,0.15935898,0.26088282,-21.563004
151,27.574558,0.053273648,26.800203,27.384653,28.446318,1.6461143,87.640434,230.04878,14.726213,36.63365,0.40222228,0.40426645,0.2263791,0.39048538,0.5535615,0.3271824,2.6106565,1.3322922,1.8505723,1.1452433,0.17850493,0.62927544,28.68506,0.32605702,17.918222,0.38202265,8.554981,1.0604165,-0.76399136,-13.634625,0.014623042,1.1948949,1.0528694,0.53228766,6.6281247,0.2865524,3.0626903,2.2169268,35.70299,0.16697341,619.2488,0.32681662,1492.4628,0.1206319,-91.07229,-1.0313622,1709.9515,0.16007358,1258.769,0.2130482,-101.492195,-0.82053167,2818.9521,0.099649236,1067.1251,0.28693834,-104.082664,-0.7781437,-23.214634,-0.17859145,33.240585,0.14756759,0.042427126,0.40211138,-0.024219003,-0.6520485,0.23727751,0.43395954,34.466682,0.16787143,21.632502,0.22295342,10.788727,0.9338594,-3.8748112,-2.9681787,-12.056949,21.262058,0.02462589,-0.002037921,0.09981215,2.5006254,1.5272909,0.3665574,0.29589477,0.28120688,0.35177913,-26.532637
153,37.273327,0.057092395,36.591602,37.211456,38.469078,1.8774757,146.23628,361.6476,18.903845,20.565378,0.39764422,0.35843068,0.23529465,0.3993168,0.52263,0.28733534,2.1362667,1.1874758,1.4771792,0.68486065,0.15988041,0.5338552,25.104189,0.3127928,12.34129,0.6804369,3.6443868,2.6129024,0.024521083,383.15515,0.0249307,1.0231186,1.1790581,0.46198842,8.769356,0.29266733,9.900747,1.0718799,25.182644,0.27807486,750.01886,0.27915084,1385.4448,0.1651178,-106.76544,-0.83389825,1802.2212,0.1414862,1148.2338,0.2693622,-104.28081,-0.7868905,2861.1604,0.080695674,938.5158,0.33720237,-107.224525,-0.7401118,-18.629528,-0.3059957,30.502832,0.19541639,0.046159122,0.36786836,-0.016004832,-0.6097943,0.20250385,0.38434577,28.299149,0.23402736,12.330207,0.7240252,2.505355,4.515872,-3.3467925,-2.8988519,-13.635104,22.699184,0.026319694,-0.005183634,0.1051614,2.875719,1.9529295,0.27948716,0.24608682,0.22616437,0.32176155,-28.514927
154,34.732506,0.0469439,33.66113,34.810856,35.84527,2.1841393,171.10692,394.3339,10.35626,8.1265955,0.435686,0.4155783,0.23888665,0.41992474,0.60511196,0.3662253,2.5899062,1.2192106,1.8319693,0.9741398,0.16352548,0.5672173,24.225391,0.39032102,11.215586,0.8713642,-1.6718091,-5.4549975,5.2889986,1.8068408,0.020022914,0.8539238,1.12867,0.45972317,7.49791,0.3884629,6.881141,1.45823,27.615715,0.33266306,693.253,0.2879466,1426.9174,0.16831352,-130.98969,-0.6736741,1721.5815,0.13900726,1141.0354,0.2711902,-131.70312,-0.63185626,2817.4973,0.07285238,942.51117,0.3680819,-135.18726,-0.5835482,-16.736734,-0.42415854,29.48025,0.26098332,0.04397877,0.40680408,-0.01593513,-0.7507001,0.23581979,0.35992,29.744087,0.26218575,12.451546,0.88247985,-2.9137866,-3.82618,4.5307617,2.3738337,-11.406328,21.582058,0.027813515,-0.005598284,0.11659286,2.3005753,1.7025539,0.2217647,0.1376263,0.35545456,0.62585735,-28.567688
155,35.465557,0.10493323,34.594017,36.001797,37.983974,3.3899574,186.2953,275.70892,43.25762,67.071625,0.56002694,0.39408582,0.31460416,0.58210355,0.74908257,0.4344784,3.8525572,1.9250325,2.8294463,1.56944,0.26783407,0.5777697,22.801008,0.40946123,15.750483,0.55597144,-1.1402304,-10.7068,1.4606352,6.17055,0.02769113,1.4055136,1.2782198,0.5290208,7.1250377,0.40524733,8.4135685,1.5135049,28.103191,0.416322,712.9697,0.27524665,1417.9943,0.15206395,-112.28068,-0.8057548,1741.8818,0.13222529,1115.5227,0.28192872,-113.42431,-0.7412542,2840.1697,0.07566211,917.34424,0.34152213,-117.19494,-0.6849527,-17.187294,-0.3389693,29.280104,0.23829018,0.047167335,0.34523156,-0.018466935,-0.5807328,0.34185436,0.37198073,25.957687,0.30485737,15.987799,0.56288505,-5.401478,-2.536139,0.5567864,17.340305,-13.45601,22.247335,0.030246142,-0.010363583,0.19629085,3.2258067,2.7541313,0.17018183,0.1381434,0.20456521,0.49521494,-25.329113
157,36.71913,0.07590316,34.818733,36.562622,38.894257,4.0755234,158.78293,354.31662,22.46012,17.731853,0.5768159,0.5628357,0.24391164,0.5368607,0.8494922,0.60558057,4.9999366,2.783898,3.4203815,1.9485831,0.28501943,0.7710476,23.469732,0.4442136,10.321151,1.1285064,2.651636,4.690699,-3.9419234,-3.2508314,0.02208624,1.5007322,1.1663512,0.48413503,8.075474,0.3831588,4.8274183,2.3174975,25.33955,0.41017976,753.1733,0.2505264,1375.1993,0.15604094,-112.86987,-0.79538,1800.8558,0.12468317,1111.6193,0.2579686,-113.1343,-0.740539,2886.2852,0.09017838,966.0913,0.3778238,-116.39625,-0.6905939,-17.57015,-0.5088702,29.43062,0.32816935,0.037522417,0.5048478,-0.02250407,-0.5798847,0.4154027,0.48010492,27.570515,0.33402708,10.913532,1.2772789,1.1729912,13.179133,-9.177917,-1.4475156,-11.009854,19.096682,0.020259898,-0.009159807,0.15130763,2.3755941,1.9028543,0.25789472,0.18852136,0.2677143,0.4543824,-23.37169
158,35.22944,0.057099603,33.844925,35.271076,36.522854,2.677929,159.79514,281.28046,30.331211,51.4281,0.40749037,0.34701902,0.2874592,0.3537089,0.5304513,0.2429921,3.2687757,2.050016,2.031401,1.1271269,0.17973733,0.4692766,25.785315,0.3085464,11.4416065,0.59634674,1.6095338,4.7610974,-2.1460996,-3.502345,0.03286445,0.67907417,1.433147,0.4322127,7.0741,0.3349954,11.400821,0.76043904,27.270342,0.28712067,733.15594,0.2858856,1445.0162,0.15194568,-170.86304,-0.38018945,1792.0924,0.14454037,1203.4553,0.27974465,-169.78302,-0.36924446,2843.3843,0.090136066,946.6665,0.337957,-170.33458,-0.36159897,-18.524647,-0.31269056,28.462704,0.2729308,0.041052826,0.3698464,-0.015490121,-0.5419982,0.26328972,0.30431178,27.062904,0.2502735,14.582223,0.5343966,6.9241657,1.3885187,-6.685098,-1.5186385,-13.4921255,24.536493,0.027255736,-0.011955181,0.16107339,2.2005503,1.5773661,0.10634921,0.080539875,0.54101694,1.2378503,-30.32119
159,33.74865,0.083061606,33.01575,33.854233,35.180096,2.1643448,174.15598,283.26657,23.96084,27.201582,0.56097096,0.35165662,0.3607086,0.54549724,0.7192279,0.35851932,3.5869122,1.7704653,2.2964876,1.0674485,0.27257282,0.47817963,26.930735,0.31576425,11.64391,0.7164755,2.6118212,3.5236626,-3.2868183,-2.931745,0.025547914,1.1088707,1.2564608,0.46327537,6.731813,0.3779625,6.9060597,1.2048024,29.176817,0.2629753,670.4889,0.2972983,1439.533,0.14044867,-127.01881,-0.6974503,1710.5347,0.13832504,1154.6168,0.27360225,-128.80864,-0.6428567,2813.9937,0.09113303,990.0872,0.32369408,-132.20682,-0.5956873,-17.185776,-0.3363922,29.573269,0.21542154,0.043393347,0.4311056,-0.018423928,-0.5573498,0.34485632,0.35604283,29.571123,0.25677505,12.535868,0.7506881,3.4524426,3.2275593,-5.581915,-2.028156,-13.839373,24.486895,0.033646815,-0.013116892,0.22268881,2.9257317,2.25338,0.17288889,0.14110078,0.25613636,0.42559162,-25.86204
160,25.231033,0.073162846,23.974514,25.054369,26.034575,2.0600605,53.116947,67.01635,35.988598,105.71957,0.542549,0.65454155,0.2262572,0.4041563,0.8914275,0.6651703,5.6330705,2.7940562,2.8591738,1.5895319,0.25331223,0.84021604,28.549578,0.2577568,8.1336565,1.015021,7.4366736,1.4417892,-3.9411943,-2.813802,0.016737716,1.619585,1.1933091,0.49841845,4.1906486,0.5012044,7.3106713,0.92598414,26.491354,0.3281736,534.77844,0.3588412,1347.0862,0.12773792,-117.49599,-0.8165444,1552.6733,0.16496602,1082.5912,0.23596908,-121.74427,-0.7405584,2635.986,0.097444914,885.48627,0.31598097,-124.51274,-0.6982171,-15.691946,-0.32237202,24.789745,0.254787,0.041209374,0.377953,-0.025750883,-0.38750172,0.42005193,0.42700252,33.678337,0.19379467,4.512457,2.2834504,12.487021,0.9697496,-11.598845,-0.98124754,-13.774907,23.681236,0.024238136,-0.009718112,0.13071957,1.7004251,1.3269905,0.31018868,0.23200916,0.42301887,1.5227923,-24.469788
161,37.98894,0.11091512,37.512035,39.132313,40.41344,2.9014053,120.531876,120.49183,69.578026,83.111465,0.4190545,0.58343804,0.19851816,0.3635632,0.60891724,0.41039908,4.2756057,2.8591635,2.5429282,2.0336127,0.18708542,0.8122424,26.685999,0.27537972,9.030949,1.3454611,4.316283,2.7575662,6.521677,1.2266992,0.026768,1.4959921,1.174715,0.5266127,8.386903,0.421245,2.2694814,5.4225874,20.354237,0.48190883,752.3726,0.25160286,1336.4072,0.14563477,-142.23965,-0.5922925,1780.2638,0.111962736,994.31885,0.30646625,-137.41273,-0.60529554,2862.5046,0.086876236,959.3645,0.31959918,-140.91461,-0.5570305,-16.831945,-0.4433192,27.64343,0.27831742,0.021598237,0.82118857,-0.021027675,-0.5264364,0.287974,0.51254773,31.670444,0.18608284,2.5059686,5.712757,0.7718401,18.16184,5.9550867,1.60445,-15.330794,24.324537,0.00725341,-0.009625577,0.13186204,1.8504627,1.5773661,0.215873,0.21918054,0.4104918,0.6301949,-26.885715
162,36.788612,0.0472066,36.094143,36.75261,37.86713,1.7729874,77.562,131.88423,16.035843,12.449159,0.33330426,0.4054697,0.21569428,0.27814597,0.45683938,0.2411451,2.3710406,1.1797473,1.6107957,0.93421835,0.12033706,0.74979323,20.271872,0.37599397,6.9563894,1.007654,7.0908976,0.98153865,5.374461,1.6473731,0.024562957,0.9372187,1.2488959,0.47528338,8.996172,0.30023405,7.759858,1.1391988,21.64748,0.38868952,850.7905,0.23932955,1341.886,0.18960719,-141.25397,-0.579096,1886.2405,0.117296614,1140.957,0.2658153,-138.79713,-0.5705893,2910.0647,0.08499399,1007.3685,0.33206344,-140.29579,-0.55047363,-18.876932,-0.32454908,30.175308,0.23532672,0.039684653,0.4203838,-0.008837465,-1.1858019,0.1974098,0.42885727,25.813478,0.26424265,10.957578,0.7042446,8.456487,1.0774523,0.14084677,76.6649,-8.755828,16.989326,0.02306354,0.005230013,0.07571498,2.3255816,1.3770657,0.2581818,0.26440388,0.48196077,1.3420951,-30.289742
166,37.050716,0.06306817,36.11299,37.092617,38.574005,2.4610138,121.02363,347.16986,13.5178585,13.553298,0.3977648,0.39069572,0.21929625,0.39728007,0.53235006,0.31305382,2.7008057,1.41759,2.1638863,1.350057,0.16334759,0.64640325,23.64958,0.3634584,12.646343,0.69004565,7.4134574,1.283759,-2.3848646,-4.38889,0.024237204,0.94276553,1.1705848,0.47539315,8.980588,0.28507596,16.06532,0.5906444,28.525103,0.3072038,721.25226,0.2905636,1423.8922,0.1662634,-111.44527,-0.7964901,1764.8062,0.11647864,1118.4719,0.27595145,-108.464775,-0.75975764,2874.2812,0.08002523,898.7319,0.3843687,-111.64918,-0.7108791,-19.461203,-0.35038024,30.573568,0.25428042,0.047558572,0.34804207,-0.015364367,-0.68990064,0.21934916,0.46254894,27.144419,0.2849721,13.860109,0.7174509,8.748637,1.2779576,-6.5814037,-1.7192987,-11.898062,21.034698,0.020849286,-0.004652341,0.09809869,3.1007752,2.0030046,0.26025,0.21383977,0.22973683,0.701382,-27.932158
170,36.421467,0.080443755,35.03135,36.57999,38.45354,3.4221916,213.1018,477.68735,28.035263,26.026613,0.5177266,0.48561156,0.22592765,0.5272643,0.73324347,0.5073158,4.1908946,2.0741382,2.7167554,1.4793342,0.26986197,0.71313924,25.2771,0.38200033,13.931257,0.7678268,6.5032134,1.6230133,-3.2750893,-3.8475144,0.02416385,1.3555663,1.2046956,0.4770208,7.986651,0.35677764,11.216104,1.0012137,27.374481,0.34352666,699.9858,0.30588284,1409.5206,0.15606655,-103.760925,-0.866535,1777.5834,0.13791507,1160.2786,0.3058617,-103.83257,-0.7892527,2816.2559,0.081992775,937.6391,0.35598782,-105.780846,-0.75752425,-19.109869,-0.36005828,29.170578,0.25167418,0.046741378,0.4304336,-0.02322412,-0.5813459,0.35047773,0.4915939,28.040861,0.3236586,13.571828,0.9031394,5.730272,2.1349962,-7.9847527,-1.6239151,-14.953694,23.554958,0.019902442,-0.01127735,0.1668696,2.6006503,2.3034554,0.23543477,0.19319627,0.18613635,0.32015422,-24.759396
172,35.806026,0.11083808,35.169086,36.421867,38.593327,3.42424,169.36787,191.68828,53.129276,63.84249,0.35251558,0.40623912,0.217349,0.3148577,0.4826799,0.2653309,2.2184765,1.2327256,1.6972252,1.0821971,0.14106962,0.63563,26.008509,0.27985567,11.295216,0.59398276,1.1953743,7.3518286,-0.8600668,-11.430541,0.026338534,1.6194001,1.2387086,0.46970278,7.5287867,0.40417427,8.362085,1.2980863,30.142962,0.28449714,682.5504,0.29660946,1414.0065,0.14550738,-138.1363,-0.6293074,1732.8387,0.15692848,1174.5756,0.24044122,-136.54594,-0.59988046,2830.1365,0.086489074,1003.137,0.35670266,-139.43779,-0.55977935,-18.330673,-0.35808,31.146616,0.20106599,0.040834375,0.43428543,-0.020739686,-0.59219974,0.21447596,0.41595232,31.677076,0.18697768,10.779367,0.80746126,-1.5795221,-7.357176,-7.8522367,-1.3938557,-13.74962,23.843338,0.014199566,-0.007416195,0.09876848,2.4006002,1.8027041,0.1936111,0.13761164,0.3552174,0.78100014,-30.089205
176,35.460476,0.060576595,34.034924,35.53361,36.97839,2.9434662,71.18163,106.92255,15.174102,12.044461,0.6046115,0.38425103,0.33770216,0.6117535,0.803378,0.46567583,4.0021496,2.268528,2.396891,1.2101444,0.2786573,0.47709706,26.65549,0.3151261,10.612796,0.81267667,1.3944843,7.4268475,-4.130726,-2.6868415,0.021964647,0.88905567,1.215878,0.44211924,7.3310685,0.3277278,5.734397,1.6089685,25.754133,0.33232316,689.0623,0.2847408,1428.3859,0.15428893,-106.14083,-0.8546483,1717.8623,0.14749986,1150.7866,0.2661697,-106.459305,-0.7946271,2786.0398,0.08366684,943.0225,0.32149637,-110.24496,-0.73517793,-16.143167,-0.32937694,27.574234,0.24499322,0.0469995,0.35291454,-0.020872362,-0.46274418,0.34692338,0.32083404,28.504808,0.26972196,10.482742,0.90137017,0.95452976,12.66394,-7.2953568,-1.7137623,-13.4596195,24.239363,0.030133247,-0.012906111,0.19987944,2.5256314,2.1782675,0.23655172,0.15790166,0.23013158,0.5623552,-25.127296
179,33.81424,0.058526125,32.305084,33.9427,35.33402,3.0289345,141.79872,282.29767,29.156803,72.48623,0.4108761,0.46180674,0.20200835,0.4038141,0.58426934,0.38226098,3.1556282,1.5954849,2.2239177,1.363631,0.19775277,0.68490636,25.954653,0.4017713,16.797117,0.54444885,11.190708,0.8855632,0.3857357,26.170694,0.020936579,1.1897775,1.1841722,0.52701735,8.563201,0.29694292,3.645897,2.8609095,25.16241,0.33709106,740.13947,0.27369994,1394.4789,0.15755741,-106.655045,-0.82300574,1803.8146,0.12746531,1123.6481,0.25018173,-111.385254,-0.72190714,2905.7224,0.06985734,874.0535,0.389458,-113.60253,-0.6883794,-21.8964,-0.30986348,32.90453,0.24536921,0.023944002,0.82504165,-0.021073416,-0.5858321,0.27544695,0.4541252,31.509497,0.2634261,16.833456,0.6188218,12.066872,0.96531355,-3.0361583,-3.6447167,-14.698277,22.440397,0.004792582,-0.008119905,0.1085703,2.8007004,2.0030046,0.25825,0.18532251,0.2543478,0.3843816,-25.461067
180,32.240387,0.1855866,23.937956,35.088017,37.14333,13.205374,268.11835,341.18692,104.16972,230.92578,0.5503796,0.5491116,0.2391845,0.51362866,0.80741054,0.56822604,4.7485,3.7043734,2.6160564,1.7051182,0.25241545,0.7444063,24.55344,0.36508518,13.007729,0.7807683,2.02053,5.132649,-3.4608328,-3.117181,0.03773569,1.8014631,1.2402971,0.48288003,5.8551135,0.56121534,9.590933,1.0757233,29.514992,0.244616,622.5569,0.30542216,1455.1145,0.13507046,-104.711365,-0.91106784,1667.2609,0.14787872,1152.5896,0.26479006,-104.673645,-0.8412155,2774.5117,0.07934945,953.59155,0.33649993,-108.35994,-0.7800059,-16.727734,-0.32197347,27.638292,0.2199711,0.058741,0.28304958,-0.023228124,-0.48179147,0.36001194,0.48635736,26.929962,0.31341127,12.974673,0.8877355,0.41987833,28.94876,-9.135023,-1.1711763,-13.418394,22.161379,0.029127102,-0.009315846,0.1323014,1.9004753,1.9278919,0.26493508,0.22239327,0.25585714,0.41834193,-25.025959
187,33.132854,0.079416536,30.774654,33.506733,35.381195,4.6065407,104.48061,244.09428,25.604641,33.106457,0.45889863,0.547332,0.20546512,0.41192397,0.688835,0.4833699,3.8132,1.5554279,2.5224686,1.7311666,0.2133643,0.7799766,25.18254,0.3652361,12.779337,0.7580496,9.277972,1.2822487,3.2967312,3.777127,0.020921027,1.2067003,1.1966412,0.52376044,7.174983,0.3811633,6.239184,1.4425381,28.810148,0.31252566,652.47504,0.30456617,1409.1669,0.15061942,-116.599304,-0.78059244,1721.549,0.12431494,1127.1014,0.2916214,-119.772255,-0.7001827,2795.5793,0.087952495,972.95795,0.34152937,-122.61154,-0.65842164,-18.491713,-0.4043376,29.85327,0.25363737,0.04106739,0.50155205,-0.02188874,-0.64654577,0.30049852,0.49180984,29.676918,0.28374344,13.294045,0.9172394,9.484944,1.5718104,-3.114112,-4.115331,-13.555678,22.441423,0.015016745,-0.006734143,0.13779217,2.0255065,1.9028543,0.23605262,0.22171627,0.2997059,0.71906185,-26.116032
189,34.496857,0.09902961,33.7846,35.14727,36.475998,2.6913986,226.22397,363.17648,39.716244,57.373566,0.43183702,0.3630023,0.25272518,0.43174362,0.56944084,0.31671566,2.9194796,1.7112478,1.9726485,1.3413718,0.17829536,0.5236952,25.724129,0.35274458,11.579382,0.71337503,2.9001467,4.2217793,0.41907802,23.244402,0.025555452,1.2556632,1.2724359,0.45436642,6.8237715,0.40386277,11.449649,1.0852954,29.490215,0.3004989,738.60406,0.2378821,1365.6278,0.19110037,-120.7925,-0.74215996,1798.2382,0.115651056,1097.7229,0.30209443,-125.109,-0.6537876,2859.214,0.07556778,920.4977,0.37976852,-127.36294,-0.62210846,-18.538443,-0.30953154,29.4276,0.2255598,0.0417663,0.4142431,-0.021608481,-0.46000507,0.23234716,0.3442499,30.060236,0.24284333,13.065814,0.64725834,2.0604777,6.945434,-2.9633927,-3.4487016,-12.492761,21.776028,0.022371469,-0.011125293,0.13676292,2.875719,2.5538309,0.16215687,0.16690741,0.22617021,0.33269724,-28.777142
193,32.137157,0.10186227,30.146996,32.003407,34.482666,4.3356705,111.164055,169.48874,45.79918,72.38404,0.43101478,0.41999632,0.23314723,0.4229612,0.5911303,0.35798308,3.3161912,1.7216338,1.8799546,1.0652264,0.2113466,0.60924006,27.827826,0.3610865,14.382364,0.6939662,9.587807,1.199339,1.9211843,5.622262,0.023773057,1.4907429,1.1927868,0.58837277,7.4812336,0.36774504,9.413786,0.92520916,31.443611,0.30094168,724.024,0.27632827,1393.5271,0.16295522,-114.60695,-0.7748881,1800.9248,0.12099452,1113.5869,0.30020377,-119.02163,-0.68314135,2911.3745,0.07915041,995.8711,0.36283952,-122.271736,-0.63721025,-20.924297,-0.3243032,32.434784,0.25004143,0.02618619,0.7533004,-0.019518826,-0.6550707,0.2687531,0.39559928,32.953384,0.24365358,16.096851,0.7156405,11.087926,1.1451128,0.78737354,14.799016,-14.212608,23.064865,0.01707987,-0.011391368,0.15844148,2.7006752,2.378568,0.19326314,0.15761678,0.21788889,0.42884725,-26.413372
194,38.82745,0.069794774,36.48637,38.766586,41.5784,5.0920296,176.86732,408.32547,25.176954,38.052635,0.7477831,0.5195863,0.3235675,0.731452,1.079279,0.75571144,5.2550626,2.835323,3.9202838,2.356806,0.40203342,0.67534554,25.43907,0.37287635,10.565973,0.8387673,-0.64855784,-22.316946,-10.3510685,-1.2406226,0.019925728,1.1688485,1.100225,0.5012382,8.995675,0.3441395,7.686197,1.4471838,26.703506,0.41197437,798.7646,0.24299218,1376.6171,0.16874743,-112.47486,-0.80107045,1826.2273,0.13355342,1145.8337,0.3004688,-111.375694,-0.7571633,2923.413,0.083732374,1002.9024,0.32456875,-115.69563,-0.69074357,-15.814802,-0.49403468,28.166658,0.3142178,0.044903025,0.35084897,-0.020453947,-0.54777557,0.53235424,0.4380478,25.130943,0.37654516,10.6791725,0.9975587,-2.7914238,-6.3926516,-15.683235,-0.80739176,-13.91869,24.581997,0.030775685,-0.015323174,0.2630369,2.4006002,1.8027041,0.27694443,0.18876527,0.27597016,0.35532227,-20.822542
196,33.388187,0.062092096,32.031044,33.50284,34.52668,2.495636,188.48755,395.30573,21.427523,39.344738,0.3407333,0.5027096,0.1849946,0.27351806,0.50133246,0.31633788,2.468674,1.2340288,2.0905917,1.4136658,0.123351425,0.81449217,22.40837,0.35387698,11.268807,0.67052656,5.5739017,1.3980752,2.046018,4.993428,0.02090242,1.2991551,1.1599069,0.4943057,7.619822,0.30787045,14.819903,0.78123343,31.247997,0.3453534,698.65295,0.30996913,1431.6724,0.1616394,-134.28271,-0.6587913,1746.3591,0.12805802,1185.1056,0.25739598,-136.59482,-0.5967026,2811.2593,0.08337771,964.96106,0.32486913,-138.49,-0.5708556,-19.094158,-0.28292146,29.730412,0.21534196,0.04311669,0.43463314,-0.015354951,-0.809994,0.21683548,0.44412312,29.176064,0.23420356,14.288052,0.5751384,8.718777,1.162845,-3.6788948,-3.5458488,-9.968632,20.265345,0.019705018,0.00094522,0.06852349,2.1505377,1.4271407,0.25070176,0.19819234,0.4296491,1.4607233,-30.0282
