ID,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp,self-esteem,SE
3,35.730648,0.077982,35.119858,36.16342,37.261032,2.1411743,175.17224,315.54053,36.531662,41.10667,0.4169951,0.395275,0.27530134,0.39304507,0.54151845,0.2662171,2.8196971,1.693654,1.7113552,0.9198205,0.19800681,0.6414286,26.431423,0.3049186,16.64636,0.62458277,5.344513,2.0693848,-4.526254,-3.1505299,0.022773825,1.025068,1.2138754,0.48215365,8.117049,0.34587413,12.362854,0.99051195,30.510347,0.26968372,720.47504,0.27392834,1464.2784,0.16780074,-104.16256,-0.85043395,1775.5327,0.13181938,1190.3917,0.26597756,-106.72707,-0.75602794,2897.2415,0.07231757,938.1867,0.37519678,-109.908165,-0.70796967,-21.084606,-0.3109483,32.262054,0.2178859,0.03850762,0.51308364,-0.01615985,-0.5960587,0.25355422,0.47425485,29.830875,0.21779816,16.84604,0.640095,7.2541347,1.6669366,-9.6667795,-1.4873468,-14.805789,25.20325,0.01869685,-0.006899902,0.12856348,2.6256566,2.3541198,0.22670214,0.23204176,0.19160919,0.34554595,-26.808516,28,28
4,30.020237,0.095670186,27.81649,29.455568,32.3542,4.5377083,107.927986,196.33621,29.675428,30.205496,0.46772996,0.43440366,0.25779474,0.45786914,0.6348313,0.37703657,3.7154605,2.0007699,2.2050788,1.4765068,0.20869048,0.68312436,21.80144,0.47464293,12.821542,0.7575307,9.339334,1.0942041,1.6886126,6.390992,0.021579659,0.7564813,1.3278002,0.5259212,5.4768076,0.45183516,3.1673965,2.541416,26.626911,0.29260418,633.817,0.30958295,1414.545,0.15099026,-140.10977,-0.60626227,1731.012,0.14601268,1187.1484,0.28941143,-144.30225,-0.5361417,2754.1077,0.08552211,942.2109,0.3040158,-144.98628,-0.5266427,-18.665562,-0.29475817,27.599487,0.23014618,0.038487434,0.4466204,-0.023890281,-0.48745877,0.3077679,0.4420446,28.718113,0.26046592,16.39362,0.5471093,10.482864,1.2333326,-5.2568207,-1.9602267,-11.01866,18.896843,0.021505287,-0.004328952,0.16071066,2.7256815,2.2283425,0.13741574,0.10691305,0.29431817,0.3983654,-27.660963,28,28
5,34.292587,0.06252434,32.436935,34.465546,36.051792,3.6148567,67.91923,118.03319,14.596405,13.468152,0.40907016,0.379282,0.24358957,0.4040124,0.5450331,0.30144352,2.6256874,1.6821147,1.7146213,1.0332795,0.19196914,0.6292882,26.99335,0.3245909,16.386581,0.5098099,3.2851799,4.2494726,7.224326,1.421783,0.01880098,0.7719297,1.1658242,0.49876258,8.378089,0.32777536,6.162203,1.6192335,27.990026,0.32077044,717.5789,0.32362804,1386.0448,0.17272443,-100.40587,-0.8810926,1768.7328,0.14977293,1162.7375,0.26747775,-103.28793,-0.7848317,2870.4453,0.085884504,998.4678,0.31399983,-107.61645,-0.7177509,-20.766497,-0.32935262,34.349495,0.21105771,0.03533187,0.521847,-0.019008856,-0.7370833,0.23792443,0.48266745,30.778645,0.24342176,18.811989,0.43338987,0.95540434,16.589884,6.9083614,1.6928936,-14.219506,24.170794,0.026419263,-0.00601321,0.12969641,2.7756941,1.8027041,0.31055555,0.22396606,0.24692307,0.4134877,-26.189713,27,27
7,37.460815,0.07820072,36.56411,37.342117,39.296806,2.7326965,419.96875,512.6787,31.83081,31.990889,0.41287106,0.3361712,0.26931977,0.40024802,0.5266842,0.25736445,2.3208358,1.0286901,1.5608225,0.9001895,0.16142315,0.44056767,23.75372,0.42999923,14.393458,0.5897602,1.781146,4.768173,-2.4898903,-3.9264073,0.025826082,1.091763,1.2507886,0.46158192,7.5832496,0.33253154,9.308797,1.1430013,28.9379,0.30770594,721.5161,0.27007997,1420.1868,0.16064928,-135.14651,-0.6354222,1765.9297,0.12588193,1162.2698,0.26972255,-131.97086,-0.61308116,2862.0085,0.08568119,979.37286,0.33824217,-135.16827,-0.5697756,-18.08608,-0.33414268,29.931263,0.2506593,0.037322998,0.44672844,-0.020285705,-0.48172852,0.18801722,0.31804502,28.025694,0.24952343,13.428161,0.6556647,-0.55059814,-16.583754,-6.046975,-1.7368582,-13.531806,22.811012,0.02275117,-0.012280886,0.14395,2.875719,2.6296017,0.14133333,0.12109081,0.23854165,0.24851213,-30.21292,26,26
8,37.26726,0.09406144,34.633644,36.97901,40.45475,5.821106,144.59708,236.07277,44.35912,48.88648,0.9170598,0.54691446,0.4090278,0.88290304,1.3285512,0.91952336,8.088545,4.3261743,4.8155365,2.5919983,0.5190632,0.7758019,23.346863,0.5194313,5.303616,2.584217,-0.19007704,-79.75225,-7.4225206,-1.8476291,0.023088135,2.0556004,1.1703241,0.51657945,7.0723357,0.53607196,9.62632,1.1858517,24.231142,0.4130288,718.831,0.2875897,1389.6428,0.16130346,-117.86309,-0.7750716,1747.0632,0.13774092,1125.6761,0.34697273,-113.16425,-0.76336163,2797.6013,0.08451155,946.17285,0.38774067,-115.58983,-0.72461987,-12.456042,-0.62912315,24.233322,0.3509353,0.053958435,0.3634078,-0.021713044,-0.64361644,0.641553,0.5410715,25.909664,0.3968608,2.966728,4.845971,-3.248153,-5.168887,-11.109374,-1.252812,-10.099468,19.686035,0.036486123,-0.014524153,0.40441588,2.475619,2.6289434,0.17514285,0.16860838,0.2076344,0.27773815,-19.868052,28,28
9,35.477577,0.064224005,34.7698,35.702698,36.67268,1.9028816,156.29846,300.8329,19.250938,22.655064,0.48408553,0.4239384,0.2613951,0.4845052,0.6420437,0.3806486,3.5235014,1.8928791,2.2589285,0.9778592,0.2104747,0.60413694,26.343798,0.42139775,14.753233,0.7259118,3.8461814,3.13319,-8.809728,-1.3962944,0.021950359,1.7373793,1.1080662,0.50428337,8.181166,0.34275115,8.416656,1.2296886,29.63822,0.30469245,743.78864,0.22227252,1376.4728,0.16126548,-89.95511,-1.0039127,1828.6505,0.12842321,1097.227,0.31120765,-96.48376,-0.84498686,2907.7039,0.07251768,896.589,0.35748312,-99.35868,-0.79494244,-19.30384,-0.33809775,30.577784,0.22639216,0.045766708,0.40138835,-0.026151372,-0.4767566,0.2706948,0.41124687,30.98511,0.28586623,14.321071,0.7868112,2.5553942,5.3322,-13.730892,-0.8705058,-12.936319,21.089687,0.02035752,-0.010218209,0.11885049,3.0757692,1.9278919,0.3046753,0.23325798,0.20121622,0.35170227,-26.051205,32,31
10,33.70848,0.07070332,32.010612,33.759205,35.54231,3.5316963,61.326878,101.10033,61.74386,227.44374,0.51871985,0.45715457,0.3164726,0.48962447,0.70968455,0.39321196,3.6394775,2.0381088,2.1069672,1.1691456,0.21817765,0.6235354,26.117773,0.45727825,12.563685,0.9546956,2.1155558,6.179999,1.4172807,8.364668,0.01867475,1.4742643,1.0988731,0.5415697,7.1725845,0.43602923,6.41153,1.6399344,28.29807,0.29998642,649.0507,0.3112198,1425.4491,0.15652771,-82.80301,-1.0790962,1696.9034,0.13059197,1156.5717,0.287874,-87.66732,-0.9269797,2769.7227,0.08572891,1024.6095,0.28790814,-92.701035,-0.8351177,-17.223707,-0.40307435,28.330584,0.27048227,0.05053065,0.38218206,-0.018878842,-0.6973209,0.2536434,0.4827978,30.055983,0.32622632,12.183893,1.0564506,1.5813731,8.911847,0.686079,18.108269,-11.8921795,20.583876,0.03299152,-0.0094098,0.15262026,2.4006002,2.2289007,0.27797753,0.24061336,0.16649999,0.22498944,-26.260857,32,31
11,37.2479,0.07014459,34.912678,37.197834,39.26808,4.355404,47.047314,71.84214,18.045437,13.036374,0.6715212,0.46780488,0.3583963,0.6657967,0.9205911,0.5621948,5.1587453,3.3775709,3.2938914,1.8851299,0.30702808,0.69634354,22.596628,0.51601297,4.5188413,2.6097574,-1.1205872,-11.408286,0.1384908,86.5749,0.02090735,0.9359803,1.1862993,0.44789052,7.09387,0.43717942,8.8815365,1.1069885,24.48922,0.419081,732.0863,0.27562115,1386.4437,0.17571498,-106.39397,-0.85371804,1748.2356,0.12419405,1069.1382,0.24985757,-101.857124,-0.84033626,2821.2046,0.08915621,996.019,0.34339204,-106.2847,-0.76762795,-13.163091,-0.5406281,25.295856,0.32876724,0.055956084,0.3106226,-0.018606046,-0.70630133,0.3871421,0.49128556,26.49706,0.39097872,3.4226096,3.85948,-2.5889814,-5.645449,-2.311541,-5.73836,-8.710511,19.03528,0.03899361,-0.005557418,0.20792726,2.6006503,2.2784176,0.23318681,0.1941953,0.18943821,0.25792328,-24.1823,40,40
12,33.965527,0.105368346,32.573128,34.074085,35.823353,3.250225,252.4406,354.70715,49.472572,44.408627,0.44799247,0.42375436,0.2509128,0.43748677,0.6080303,0.35711753,3.403242,1.7311496,2.0685093,1.0700369,0.19296986,0.70456684,22.564404,0.46596247,12.9191,0.7486668,8.226229,1.2388899,2.1028225,4.990412,0.024905888,1.2415723,1.2594875,0.4829971,6.8957524,0.42154527,7.482098,1.2425514,25.942612,0.31922442,691.03015,0.30844444,1437.7814,0.15166795,-130.58258,-0.6602539,1745.0905,0.1312586,1146.1803,0.29325712,-131.21773,-0.61999196,2798.3916,0.08636402,963.64526,0.3067044,-133.196,-0.59271944,-17.931625,-0.34321153,27.801449,0.2462264,0.03368152,0.5759878,-0.016340831,-0.70991015,0.25501502,0.55570066,27.462276,0.28087193,13.345486,0.76177037,9.180321,1.2092146,-2.0798097,-5.4868464,-11.733336,21.028177,0.018576609,-0.005319731,0.15123959,3.050763,2.454295,0.15367347,0.12531093,0.2408421,0.35877767,-27.413015,32,31
13,32.231964,0.12335337,31.789505,33.297585,34.560482,2.770977,199.63837,331.98166,73.16717,86.69279,0.4918852,0.23689704,0.3916747,0.4799849,0.58606166,0.19438696,2.4273655,1.1904732,1.7873023,0.9483799,0.23384167,0.32462648,29.25986,0.2813078,11.391934,0.64844775,3.2491415,2.82561,-1.3198268,-6.581635,0.032046296,1.5529552,1.3275687,0.47830722,5.939492,0.3899266,4.3764105,2.2144294,27.155607,0.30005607,708.6124,0.27760988,1433.7675,0.15724808,-127.890625,-0.6760234,1736.1217,0.13819988,1184.8539,0.23462667,-130.69875,-0.61564994,2824.242,0.08333961,994.2132,0.35306415,-133.51761,-0.57777417,-17.816864,-0.27658543,30.374207,0.1675006,0.030781591,0.56817096,-0.01858873,-0.5478208,0.25635183,0.2602241,32.21035,0.1809776,11.580514,0.67189384,3.8864262,2.7160015,-3.1492267,-3.0111268,-14.700137,25.768309,0.026000671,-0.014398421,0.21944316,3.9009755,3.2048073,0.11578125,0.082874164,0.18716666,0.19074059,-27.84255,36,36
15,31.942003,0.06564746,30.293154,31.661728,33.631577,3.3384228,55.798058,94.914314,18.530933,11.457664,0.6744174,0.4236045,0.39081144,0.66191465,0.91219676,0.5213853,5.1053624,2.8371418,2.9669325,1.7333094,0.3225963,0.5480604,28.323732,0.3619489,7.6900845,1.3083546,6.6593447,1.9040289,-4.1493793,-3.5725987,0.017318822,1.2885967,1.1227859,0.4946041,6.376417,0.40160835,5.778553,1.594248,24.982908,0.35050443,617.52905,0.314146,1430.4976,0.1556639,-101.775246,-0.91664064,1658.4897,0.16183361,1186.4076,0.27312213,-106.04054,-0.81564206,2708.0918,0.09581613,992.0289,0.32583067,-109.10698,-0.7652281,-15.875794,-0.38929626,25.799404,0.24907255,0.03692563,0.49991223,-0.023827044,-0.61057144,0.39463565,0.38307798,32.87379,0.23361982,6.7777658,1.7043962,7.2443852,1.9384845,-7.670276,-2.0575113,-12.209021,20.968359,0.021858182,-0.014419558,0.24178106,2.6256566,1.8778168,0.27293333,0.23421799,0.24243243,0.29300776,-23.908226,28,28
16,38.98485,0.057570715,38.120533,38.931835,40.154797,2.0342636,275.38007,544.27704,69.8827,89.9258,0.52683663,0.31155643,0.36288333,0.51483184,0.6584898,0.2956065,2.8218546,1.8339022,2.105459,1.2771971,0.22292392,0.42250752,26.241615,0.35766158,8.190136,1.2051783,0.49084985,19.214197,-7.625404,-1.4621902,0.024874434,0.874354,1.2806687,0.39740855,7.777088,0.34123442,12.263409,0.86171883,26.30764,0.32340503,735.645,0.28225294,1410.7587,0.14853078,-132.31091,-0.6559564,1767.0878,0.13308808,1168.6483,0.26325637,-123.72952,-0.68055886,2841.8745,0.085194685,940.83124,0.42589298,-126.21778,-0.6447814,-16.460258,-0.39110756,28.374722,0.24804667,0.04052475,0.38178205,-0.023909304,-0.41735175,0.26693454,0.3655009,29.846903,0.2039118,5.5293546,1.7134359,1.9670088,5.5490704,-13.770889,-0.7962374,-12.56249,23.430874,0.026409868,-0.01492075,0.18903346,2.5256314,2.3034554,0.1798913,0.18405747,0.24689655,0.48523796,-26.958748,24,24
18,33.84045,0.15958083,29.404854,35.70878,37.35347,7.948616,364.52878,457.8496,74.48699,65.257,0.3913607,0.2606048,0.29989022,0.38314572,0.47998714,0.18009692,2.2353654,1.0681152,1.5002489,0.70136184,0.16382876,0.42404816,23.407747,0.4120591,16.928345,0.47121382,2.7618017,3.1893625,4.2166176,1.9676491,0.040946577,1.3911223,1.3308796,0.4716072,7.1759157,0.4080424,9.461354,1.6433173,29.03054,0.44370195,819.8018,0.2203005,1361.6499,0.16315748,-151.23973,-0.51271564,1878.3008,0.115211345,1120.9844,0.24747412,-152.65756,-0.4761104,2960.7507,0.069705606,995.284,0.33770472,-154.35341,-0.45379934,-20.931133,-0.26808324,33.31703,0.1920925,0.019728642,0.9811176,-0.017192729,-0.6015494,0.20612904,0.35481462,29.132692,0.24882913,19.170013,0.38451895,1.8751011,5.889394,1.9427223,5.0044394,-14.261377,23.577955,0.011370615,-0.01123346,0.14709757,3.9009755,2.028042,0.13185185,0.10891281,0.3581818,0.50830185,-29.736256,23,23
19,35.24806,0.081432566,33.447983,35.35963,37.240753,3.7927704,187.36703,309.27084,21.298466,15.250618,0.48896122,0.32253364,0.33217376,0.4931698,0.6211215,0.28894776,3.214596,1.7345395,2.2013283,1.059228,0.21364109,0.5153081,24.246275,0.39612746,10.910185,0.7839116,2.8642197,3.9811718,-2.9779894,-3.6428168,0.024437305,1.069721,1.2730753,0.44371578,6.98552,0.33075458,9.625467,1.0056581,28.910643,0.29843634,738.3681,0.25690338,1396.3217,0.15252702,-115.337845,-0.7781469,1781.9823,0.11779757,1114.6807,0.28987968,-116.185165,-0.71652496,2878.773,0.08287464,974.00964,0.3640433,-119.85138,-0.6636265,-16.700735,-0.326131,28.423807,0.26499882,0.04548188,0.39236954,-0.01804025,-0.60191554,0.25389108,0.3841605,28.046284,0.26928365,11.065567,0.77494985,1.1956248,10.405356,-6.1188974,-1.8771776,-11.819148,21.584412,0.032308813,-0.009033531,0.17673731,3.7259316,2.6289434,0.17485714,0.15101004,0.19595958,0.29312634,-28.118574,28,28
21,34.680664,0.11797231,32.593426,34.866367,37.64023,5.0468025,123.07438,122.58251,46.06006,71.118805,0.72078687,0.5205832,0.30903167,0.7029638,1.0288008,0.7197692,5.884475,3.4091635,3.4852896,2.1315506,0.4062302,0.7342726,28.011765,0.3940465,11.0152025,1.051642,0.27384725,45.65187,-8.968443,-1.772302,0.021096343,1.4256684,1.1695193,0.48718658,6.899658,0.44793335,4.8327374,2.1533566,27.78011,0.33719298,685.47644,0.27522093,1391.7482,0.15226667,-105.10729,-0.89002275,1722.6923,0.13029245,1106.221,0.29382962,-108.4845,-0.7934296,2857.747,0.075333826,901.6625,0.46141997,-112.614006,-0.72834986,-16.212574,-0.40022543,28.092754,0.28563148,0.038191896,0.5252296,-0.026045982,-0.50909376,0.5226445,0.5428965,31.418144,0.2783834,9.151576,1.3843224,-0.26266685,-54.93207,-14.657054,-0.9924389,-13.086133,23.759398,0.018742476,-0.015642647,0.2826434,2.4256065,2.15323,0.23116279,0.18891622,0.22825,0.27122763,-21.65121,31,31
22,34.629177,0.09000105,34.37926,35.184868,36.306705,1.9274445,229.37369,288.14288,43.463215,45.42469,0.38065624,0.3561517,0.25094715,0.36804697,0.48651114,0.235564,2.7665973,1.8474,1.4648963,0.79977965,0.1682107,0.5166179,23.35679,0.44803005,14.320302,0.66748303,10.451225,1.1908983,2.8389034,3.0449882,0.03781614,1.3378861,1.3168818,0.4954184,8.132661,0.34627232,11.547051,0.79159606,23.121311,0.4027901,808.3489,0.27707857,1400.0518,0.18469875,-135.0503,-0.6095903,1891.4376,0.1259693,1102.4908,0.28322595,-134.09938,-0.58168185,2898.4048,0.09668243,1036.3577,0.2650356,-134.91632,-0.5709436,-21.032486,-0.3115406,31.296701,0.2289082,0.031625237,0.6213848,-0.012635334,-0.64475495,0.20602815,0.4252241,27.28351,0.298803,16.81421,0.5331203,14.517907,0.8634705,2.7464426,3.579126,-13.143461,22.428926,0.027899291,-0.007768886,0.14354573,2.975744,2.428643,0.15536082,0.14722212,0.25931817,0.26692605,-28.013659,30,30
23,36.841255,0.077028066,35.43054,36.870453,38.635956,3.2054176,229.21808,422.34744,27.424637,24.801193,0.5653119,0.36115807,0.36580712,0.56959003,0.72975254,0.36394542,3.969624,2.0575247,2.860522,1.7575566,0.30914322,0.6004946,26.527725,0.3660785,14.516326,0.6730928,5.524586,2.1079168,-8.692032,-1.3981994,0.025143426,1.2126417,1.2619808,0.46776992,8.021834,0.31677103,9.145507,1.2249416,27.749903,0.32159877,737.431,0.24253343,1380.4286,0.15277189,-89.96206,-0.9682287,1816.5249,0.12862442,1160.9855,0.30428466,-95.0092,-0.823317,2863.1287,0.0713844,888.54785,0.38950863,-96.934395,-0.7905303,-19.495361,-0.2952503,30.068373,0.25259182,0.03743142,0.5106494,-0.02533216,-0.45799324,0.36761382,0.45431617,28.739502,0.31962422,15.385956,0.647301,5.008509,2.579286,-13.3183155,-0.8365862,-14.002226,24.078241,0.016088922,-0.011876737,0.21241395,3.6259067,2.4036055,0.2509375,0.20850688,0.17392404,0.1914,-24.012571,28,28
24,28.22296,0.0614334,26.598482,28.216888,29.760147,3.161665,107.18032,156.38536,19.85716,15.057928,0.6065852,0.53817207,0.20300943,0.64446515,0.90066165,0.6976522,4.658634,2.3424327,3.3693233,1.8081738,0.33380458,0.8096707,26.757666,0.4720076,14.425841,0.62499845,5.9682293,2.103456,-4.60102,-2.4265072,0.018170932,1.0767745,1.1931362,0.57730526,5.0704036,0.56222713,2.6989799,2.4080725,31.976648,0.19550881,526.6667,0.32751495,1428.0059,0.13517593,-105.05483,-0.90363383,1545.767,0.15639518,1159.0146,0.25632524,-111.20585,-0.7815036,2731.8245,0.078570984,975.00195,0.38370934,-116.41734,-0.70047885,-17.993341,-0.33684108,31.21487,0.18959586,0.046396244,0.37294972,-0.025663532,-0.53084636,0.46213874,0.50539386,35.165985,0.2546186,14.7712555,0.66492826,3.3149714,4.407705,-9.205767,-1.2837406,-11.830883,19.406748,0.027073475,-0.007667992,0.208032,2.675669,2.25338,0.21055555,0.15471378,0.22244185,0.70657855,-22.577568,30,30
25,32.37127,0.098161384,30.89003,32.832497,34.676834,3.7868042,198.71964,384.60983,26.245293,22.337435,0.3396892,0.3658842,0.20229456,0.33726248,0.4408306,0.23853603,2.2144067,1.2619576,1.3049853,0.94658583,0.1401072,0.56297463,22.075048,0.40080395,18.730686,0.4200225,9.959484,0.8549136,1.5111187,5.023448,0.03155499,1.2394989,1.3423928,0.4575703,7.1544256,0.30318448,9.690098,0.76518065,28.684038,0.25700176,688.62396,0.2985838,1463.698,0.13418096,-132.16089,-0.6481628,1766.6012,0.13914526,1177.5875,0.26158103,-134.38692,-0.58899647,2824.391,0.082280375,911.07684,0.36338177,-135.46472,-0.5746192,-20.809917,-0.22130889,30.235643,0.1920301,0.03151112,0.53282195,-0.016738778,-0.56872547,0.18222845,0.38203996,26.870174,0.2532794,21.39117,0.32183725,13.450869,0.6877226,-1.075078,-8.105521,-14.0719,22.635002,0.020329049,-0.006810822,0.112953424,2.1505377,2.0781171,0.18036143,0.15016015,0.29794872,0.50685143,-30.721886,30,30
26,26.098173,0.07644862,24.754961,25.584442,27.047737,2.292776,91.0647,119.78739,83.763885,225.38326,0.3895104,0.3568784,0.27705026,0.36424303,0.46810722,0.19105697,2.3579314,1.7399875,1.4867566,0.9610529,0.19919792,0.6651287,27.05929,0.2672593,16.38772,0.38821784,8.3936205,1.1295773,6.8781276,1.2185518,0.02390193,1.3730754,1.3208537,0.5063017,5.1223254,0.33729115,11.512706,0.74033976,35.163902,0.25569245,729.5435,0.32783493,1458.5385,0.15117504,-118.65039,-0.7577694,1790.0837,0.15390956,1146.9028,0.22882193,-122.643684,-0.68443364,2859.4072,0.105508,1065.9375,0.28839225,-124.75319,-0.65459526,-21.42441,-0.19695981,31.071384,0.17104137,0.022014925,0.7519795,-0.015697077,-0.6945982,0.22298594,0.47315496,30.335354,0.17708302,18.80953,0.29887858,10.589636,0.97809577,8.485503,1.0502664,-15.919021,25.447863,0.022212299,-0.009221862,0.18066323,2.6256566,2.25338,0.18755555,0.13125303,0.24113636,0.24833734,-27.86388,33,33
27,34.73668,0.08967238,33.69503,35.155823,36.598663,2.903633,179.0601,301.4169,39.167088,73.219955,0.5576673,0.38634503,0.33243254,0.5714357,0.7360188,0.40358624,3.4354062,2.2294064,2.1752708,1.2929497,0.24909067,0.6182505,25.591425,0.40067092,14.271175,0.77625567,7.2471313,1.4692065,-4.197979,-2.762909,0.023332406,1.6557986,1.0997835,0.52622133,8.257902,0.3278575,7.578436,1.320543,24.74988,0.39582795,770.7758,0.21669842,1355.3864,0.15926105,-77.782814,-1.0803995,1866.5479,0.12296596,1110.5393,0.3282536,-84.81803,-0.898555,2875.4543,0.077497914,939.4336,0.34930053,-86.53355,-0.86497945,-19.004019,-0.32267365,28.936481,0.23863392,0.0290911,0.6964531,-0.022266742,-0.5096525,0.29586577,0.48407838,28.310894,0.3336822,15.239649,0.7411935,7.052788,1.6793141,-7.573794,-1.5512038,-12.735885,21.570826,0.011867541,-0.007487234,0.15022741,2.5256314,2.1281924,0.3105882,0.25434735,0.16671428,0.30304983,-24.392878,24,24
28,35.660366,0.051175512,34.46074,35.61693,36.94535,2.4846115,89.66835,163.69934,9.646371,5.305667,0.58744717,0.46532843,0.31330475,0.5841674,0.81848586,0.5051811,4.713488,2.1822436,2.8393035,1.4584676,0.27935058,0.6573382,27.33692,0.3552779,10.116875,1.1044135,3.700336,3.7029285,-4.186182,-2.8873901,0.019069448,1.0980554,1.12159,0.44297004,7.869979,0.35615236,5.5826635,1.7479169,24.96033,0.36567888,697.14075,0.28811872,1416.2141,0.14499673,-76.3506,-1.1360332,1746.5695,0.14160596,1146.6965,0.31463635,-80.765564,-0.97646576,2805.2014,0.08192578,958.68463,0.37887207,-84.49011,-0.90197027,-16.754364,-0.3784825,28.242268,0.2598425,0.045254514,0.4148404,-0.020641796,-0.6363934,0.34719673,0.4886468,29.426956,0.32976532,9.473414,1.318535,3.235669,4.753668,-6.934686,-1.7964811,-13.430677,22.861164,0.025579836,-0.009040654,0.1319623,2.8507128,1.5022534,0.44849998,0.3820725,0.23019607,0.57241315,-23.927065,30,30
30,36.98094,0.06778782,36.352573,37.149155,38.206745,1.8541718,312.35635,566.7101,40.89478,49.35074,0.53294593,0.2857654,0.3768685,0.5273518,0.66468483,0.28781635,3.298566,1.9911414,2.270424,1.2986645,0.29181716,0.4350138,29.931803,0.27895096,13.460002,0.5382013,1.8644305,5.009714,-4.1748495,-2.324187,0.027439177,0.8466559,1.3097799,0.44239786,8.1677685,0.29178032,11.994789,0.8042527,31.538734,0.28149337,760.6687,0.26119712,1419.304,0.15117373,-108.30694,-0.8032051,1797.0948,0.12601508,1213.9712,0.26832193,-107.96653,-0.73804265,2915.6443,0.074512616,977.7845,0.2900884,-112.10733,-0.67769367,-20.663774,-0.29387823,34.051796,0.20581332,0.03897984,0.43893015,-0.02145858,-0.4096113,0.34559584,0.32170576,32.613026,0.20566337,13.969742,0.5535763,2.3701687,4.452767,-7.3581424,-1.3487791,-15.199715,26.994026,0.023038857,-0.013350362,0.22567524,3.9259818,2.7791688,0.18873875,0.12650618,0.17291665,0.17535034,-24.376268,30,30
